"GLBudgetItemID","GLBudgetID","GLDate","GLDescription","GLValue","Rank"
"2081","4","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2082","4","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2083","4","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2084","4","2010-02-01 00:00:00","- Land and Buildings","0.0000","5"
"2085","4","2009-12-01 00:00:00","Liabilities","0.0000","6"
"2086","4","2010-01-01 00:00:00","Liabilities","0.0000","6"
"2087","4","2010-02-01 00:00:00","Liabilities","0.0000","6"
"2088","4","2009-12-01 00:00:00","Income","0.0000","7"
"2089","4","2010-01-01 00:00:00","Income","4.0000","7"
"2090","4","2010-02-01 00:00:00","Income","0.0000","7"
"2091","4","2009-12-01 00:00:00","Expenses","0.0000","8"
"2092","4","2010-01-01 00:00:00","Expenses","0.0000","8"
"2093","4","2010-02-01 00:00:00","Expenses","0.0000","8"
"2094","4","2009-12-01 00:00:00","- Rent","34.0000","9"
"2095","4","2010-01-01 00:00:00","- Rent","34.0000","9"
"2096","4","2010-02-01 00:00:00","- Rent","0.0000","9"
"2097","5","2009-12-01 00:00:00","Current Assets","0.0000","1"
"2098","5","2010-01-01 00:00:00","Current Assets","0.0000","1"
"2099","5","2010-02-01 00:00:00","Current Assets","0.0000","1"
"2100","5","2010-03-01 00:00:00","Current Assets","0.0000","1"
"2101","5","2010-04-01 00:00:00","Current Assets","1234.0000","1"
"2102","5","2009-12-01 00:00:00","- Software Lic","0.0000","2"
"2103","5","2010-01-01 00:00:00","- Software Lic","0.0000","2"
"2104","5","2010-02-01 00:00:00","- Software Lic","0.0000","2"
"2105","5","2010-03-01 00:00:00","- Software Lic","0.0000","2"
"2106","5","2010-04-01 00:00:00","- Software Lic","0.0000","2"
"2107","5","2009-12-01 00:00:00","- Stock","0.0000","3"
"2108","5","2010-01-01 00:00:00","- Stock","0.0000","3"
"2109","5","2010-02-01 00:00:00","- Stock","0.0000","3"
"2110","5","2010-03-01 00:00:00","- Stock","0.0000","3"
"2111","5","2010-04-01 00:00:00","- Stock","0.0000","3"
"2112","5","2009-12-01 00:00:00","Fixed Assets","0.0000","4"
"2113","5","2010-01-01 00:00:00","Fixed Assets","0.0000","4"
"2114","5","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2115","5","2010-03-01 00:00:00","Fixed Assets","0.0000","4"
"2116","5","2010-04-01 00:00:00","Fixed Assets","0.0000","4"
"2117","5","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2118","5","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2119","5","2010-02-01 00:00:00","- Land and Buildings","0.0000","5"
"2120","5","2010-03-01 00:00:00","- Land and Buildings","0.0000","5"
"2121","5","2010-04-01 00:00:00","- Land and Buildings","0.0000","5"
"2122","5","2009-12-01 00:00:00","Liabilities","12.0000","6"
"2123","5","2010-01-01 00:00:00","Liabilities","456.0000","6"
"2124","5","2010-02-01 00:00:00","Liabilities","12.0000","6"
"2125","5","2010-03-01 00:00:00","Liabilities","0.0000","6"
"2126","5","2010-04-01 00:00:00","Liabilities","12.0000","6"
"2127","5","2009-12-01 00:00:00","Income","0.0000","7"
"2128","5","2010-01-01 00:00:00","Income","0.0000","7"
"2129","5","2010-02-01 00:00:00","Income","0.0000","7"
"2130","5","2010-03-01 00:00:00","Income","0.0000","7"
"2131","5","2010-04-01 00:00:00","Income","0.0000","7"
"2132","5","2009-12-01 00:00:00","Expenses","0.0000","8"
"2133","5","2010-01-01 00:00:00","Expenses","123.0000","8"
"2134","5","2010-02-01 00:00:00","Expenses","0.0000","8"
"2135","5","2010-03-01 00:00:00","Expenses","0.0000","8"
"2136","5","2010-04-01 00:00:00","Expenses","0.0000","8"
"2137","5","2009-12-01 00:00:00","- Rent","0.0000","9"
"2138","5","2010-01-01 00:00:00","- Rent","0.0000","9"
"2139","5","2010-02-01 00:00:00","- Rent","0.0000","9"
"2140","5","2010-03-01 00:00:00","- Rent","12.0000","9"
"2141","5","2010-04-01 00:00:00","- Rent","12.0000","9"
"2142","10","2009-12-01 00:00:00","Current Assets","123.0000","1"
"2143","10","2010-01-01 00:00:00","Current Assets","34.0000","1"
"2144","10","2010-02-01 00:00:00","Current Assets","123.0000","1"
"2145","10","2010-03-01 00:00:00","Current Assets","345.0000","1"
"2146","10","2010-04-01 00:00:00","Current Assets","54.0000","1"
"2147","10","2010-05-01 00:00:00","Current Assets","54.0000","1"
"2148","10","2010-06-01 00:00:00","Current Assets","56.0000","1"
"2149","10","2010-07-01 00:00:00","Current Assets","67.0000","1"
"2150","10","2010-08-01 00:00:00","Current Assets","78.0000","1"
"2151","10","2010-09-01 00:00:00","Current Assets","89.0000","1"
"2152","10","2010-10-01 00:00:00","Current Assets","90.0000","1"
"2153","10","2009-12-01 00:00:00","- Software Lic","0.0000","2"
"2154","10","2010-01-01 00:00:00","- Software Lic","0.0000","2"
"2155","10","2010-02-01 00:00:00","- Software Lic","0.0000","2"
"2156","10","2010-03-01 00:00:00","- Software Lic","0.0000","2"
"2157","10","2010-04-01 00:00:00","- Software Lic","0.0000","2"
"2158","10","2010-05-01 00:00:00","- Software Lic","0.0000","2"
"2159","10","2010-06-01 00:00:00","- Software Lic","0.0000","2"
"2160","10","2010-07-01 00:00:00","- Software Lic","0.0000","2"
"2161","10","2010-08-01 00:00:00","- Software Lic","0.0000","2"
"2162","10","2010-09-01 00:00:00","- Software Lic","0.0000","2"
"2163","10","2010-10-01 00:00:00","- Software Lic","0.0000","2"
"2164","10","2009-12-01 00:00:00","- Stock","0.0000","3"
"2165","10","2010-01-01 00:00:00","- Stock","0.0000","3"
"2166","10","2010-02-01 00:00:00","- Stock","0.0000","3"
"2167","10","2010-03-01 00:00:00","- Stock","0.0000","3"
"2168","10","2010-04-01 00:00:00","- Stock","0.0000","3"
"2169","10","2010-05-01 00:00:00","- Stock","0.0000","3"
"2170","10","2010-06-01 00:00:00","- Stock","0.0000","3"
"2171","10","2010-07-01 00:00:00","- Stock","0.0000","3"
"2172","10","2010-08-01 00:00:00","- Stock","0.0000","3"
"2173","10","2010-09-01 00:00:00","- Stock","0.0000","3"
"2174","10","2010-10-01 00:00:00","- Stock","0.0000","3"
"2175","10","2009-12-01 00:00:00","Fixed Assets","0.0000","4"
"2176","10","2010-01-01 00:00:00","Fixed Assets","0.0000","4"
"2177","10","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2178","10","2010-03-01 00:00:00","Fixed Assets","0.0000","4"
"2179","10","2010-04-01 00:00:00","Fixed Assets","0.0000","4"
"2180","10","2010-05-01 00:00:00","Fixed Assets","0.0000","4"
"2181","10","2010-06-01 00:00:00","Fixed Assets","0.0000","4"
"2182","10","2010-07-01 00:00:00","Fixed Assets","0.0000","4"
"2183","10","2010-08-01 00:00:00","Fixed Assets","0.0000","4"
"2184","10","2010-09-01 00:00:00","Fixed Assets","0.0000","4"
"2185","10","2010-10-01 00:00:00","Fixed Assets","0.0000","4"
"2186","10","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2187","10","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2188","10","2010-02-01 00:00:00","- Land and Buildings","0.0000","5"
"2189","10","2010-03-01 00:00:00","- Land and Buildings","0.0000","5"
"2190","10","2010-04-01 00:00:00","- Land and Buildings","0.0000","5"
"2191","10","2010-05-01 00:00:00","- Land and Buildings","0.0000","5"
"2192","10","2010-06-01 00:00:00","- Land and Buildings","0.0000","5"
"2193","10","2010-07-01 00:00:00","- Land and Buildings","0.0000","5"
"2194","10","2010-08-01 00:00:00","- Land and Buildings","0.0000","5"
"2195","10","2010-09-01 00:00:00","- Land and Buildings","0.0000","5"
"2196","10","2010-10-01 00:00:00","- Land and Buildings","0.0000","5"
"2197","10","2009-12-01 00:00:00","Liabilities","0.0000","6"
"2198","10","2010-01-01 00:00:00","Liabilities","0.0000","6"
"2199","10","2010-02-01 00:00:00","Liabilities","0.0000","6"
"2200","10","2010-03-01 00:00:00","Liabilities","0.0000","6"
"2201","10","2010-04-01 00:00:00","Liabilities","0.0000","6"
"2202","10","2010-05-01 00:00:00","Liabilities","0.0000","6"
"2203","10","2010-06-01 00:00:00","Liabilities","0.0000","6"
"2204","10","2010-07-01 00:00:00","Liabilities","0.0000","6"
"2205","10","2010-08-01 00:00:00","Liabilities","0.0000","6"
"2206","10","2010-09-01 00:00:00","Liabilities","0.0000","6"
"2207","10","2010-10-01 00:00:00","Liabilities","0.0000","6"
"2208","10","2009-12-01 00:00:00","Income","0.0000","7"
"2209","10","2010-01-01 00:00:00","Income","0.0000","7"
"2210","10","2010-02-01 00:00:00","Income","0.0000","7"
"2211","10","2010-03-01 00:00:00","Income","0.0000","7"
"2212","10","2010-04-01 00:00:00","Income","0.0000","7"
"2213","10","2010-05-01 00:00:00","Income","0.0000","7"
"2214","10","2010-06-01 00:00:00","Income","0.0000","7"
"2215","10","2010-07-01 00:00:00","Income","0.0000","7"
"2216","10","2010-08-01 00:00:00","Income","0.0000","7"
"2217","10","2010-09-01 00:00:00","Income","0.0000","7"
"2218","10","2010-10-01 00:00:00","Income","0.0000","7"
"2219","10","2009-12-01 00:00:00","Expenses","0.0000","8"
"2220","10","2010-01-01 00:00:00","Expenses","0.0000","8"
"2221","10","2010-02-01 00:00:00","Expenses","0.0000","8"
"2222","10","2010-03-01 00:00:00","Expenses","0.0000","8"
"2223","10","2010-04-01 00:00:00","Expenses","0.0000","8"
"2224","10","2010-05-01 00:00:00","Expenses","0.0000","8"
"2225","10","2010-06-01 00:00:00","Expenses","0.0000","8"
"2226","10","2010-07-01 00:00:00","Expenses","0.0000","8"
"2227","10","2010-08-01 00:00:00","Expenses","0.0000","8"
"2228","10","2010-09-01 00:00:00","Expenses","0.0000","8"
"2229","10","2010-10-01 00:00:00","Expenses","0.0000","8"
"2230","10","2009-12-01 00:00:00","- Rent","4.0000","9"
"2231","10","2010-01-01 00:00:00","- Rent","56.0000","9"
"2232","10","2010-02-01 00:00:00","- Rent","889.0000","9"
"2233","10","2010-03-01 00:00:00","- Rent","9090.0000","9"
"2234","10","2010-04-01 00:00:00","- Rent","89.0000","9"
"2235","10","2010-05-01 00:00:00","- Rent","9098.0000","9"
"2236","10","2010-06-01 00:00:00","- Rent","786.0000","9"
"2237","10","2010-07-01 00:00:00","- Rent","678.0000","9"
"2238","10","2010-08-01 00:00:00","- Rent","678.0000","9"
"2239","10","2010-09-01 00:00:00","- Rent","678.0000","9"
"2240","10","2010-10-01 00:00:00","- Rent","3535.0000","9"
"2241","11","2009-12-01 00:00:00","Current Assets","2.0000","1"
"2242","11","2010-01-01 00:00:00","Current Assets","3.0000","1"
"2243","11","2010-02-01 00:00:00","Current Assets","4.0000","1"
"2244","11","2010-03-01 00:00:00","Current Assets","5.0000","1"
"2245","11","2010-04-01 00:00:00","Current Assets","6.0000","1"
"2246","11","2010-05-01 00:00:00","Current Assets","7.0000","1"
"2247","11","2010-06-01 00:00:00","Current Assets","8.0000","1"
"2248","11","2010-07-01 00:00:00","Current Assets","9.0000","1"
"2249","11","2010-08-01 00:00:00","Current Assets","10.0000","1"
"2250","11","2010-09-01 00:00:00","Current Assets","11.0000","1"
"2251","11","2010-10-01 00:00:00","Current Assets","12.0000","1"
"2252","12","2009-12-01 00:00:00","Current Assets","324.0000","1"
"2253","12","2010-01-01 00:00:00","Current Assets","234.0000","1"
"2254","12","2010-02-01 00:00:00","Current Assets","234.0000","1"
"2255","12","2010-03-01 00:00:00","Current Assets","324.0000","1"
"2256","12","2010-04-01 00:00:00","Current Assets","234.0000","1"
"2257","12","2010-05-01 00:00:00","Current Assets","324.0000","1"
"2258","12","2010-06-01 00:00:00","Current Assets","34.0000","1"
"2259","12","2010-07-01 00:00:00","Current Assets","234.0000","1"
"2260","12","2010-08-01 00:00:00","Current Assets","34.0000","1"
"2261","12","2010-09-01 00:00:00","Current Assets","324.0000","1"
"2262","12","2010-10-01 00:00:00","Current Assets","234.0000","1"
"2263","12","2009-12-01 00:00:00","- Software Lic","0.0000","2"
"2264","12","2010-01-01 00:00:00","- Software Lic","0.0000","2"
"2265","12","2010-02-01 00:00:00","- Software Lic","0.0000","2"
"2266","12","2010-03-01 00:00:00","- Software Lic","0.0000","2"
"2267","12","2010-04-01 00:00:00","- Software Lic","0.0000","2"
"2268","12","2010-05-01 00:00:00","- Software Lic","0.0000","2"
"2269","12","2010-06-01 00:00:00","- Software Lic","0.0000","2"
"2270","12","2010-07-01 00:00:00","- Software Lic","0.0000","2"
"2271","12","2010-08-01 00:00:00","- Software Lic","0.0000","2"
"2272","12","2010-09-01 00:00:00","- Software Lic","0.0000","2"
"2273","12","2010-10-01 00:00:00","- Software Lic","0.0000","2"
"2274","12","2009-12-01 00:00:00","- Stock","0.0000","3"
"2275","12","2010-01-01 00:00:00","- Stock","0.0000","3"
"2276","12","2010-02-01 00:00:00","- Stock","0.0000","3"
"2277","12","2010-03-01 00:00:00","- Stock","0.0000","3"
"2278","12","2010-04-01 00:00:00","- Stock","0.0000","3"
"2279","12","2010-05-01 00:00:00","- Stock","0.0000","3"
"2280","12","2010-06-01 00:00:00","- Stock","0.0000","3"
"2281","12","2010-07-01 00:00:00","- Stock","0.0000","3"
"2282","12","2010-08-01 00:00:00","- Stock","0.0000","3"
"2283","12","2010-09-01 00:00:00","- Stock","0.0000","3"
"2284","12","2010-10-01 00:00:00","- Stock","0.0000","3"
"2285","12","2009-12-01 00:00:00","Fixed Assets","0.0000","4"
"2286","12","2010-01-01 00:00:00","Fixed Assets","0.0000","4"
"2287","12","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2288","12","2010-03-01 00:00:00","Fixed Assets","0.0000","4"
"2289","12","2010-04-01 00:00:00","Fixed Assets","0.0000","4"
"2290","12","2010-05-01 00:00:00","Fixed Assets","0.0000","4"
"2291","12","2010-06-01 00:00:00","Fixed Assets","0.0000","4"
"2292","12","2010-07-01 00:00:00","Fixed Assets","0.0000","4"
"2293","12","2010-08-01 00:00:00","Fixed Assets","0.0000","4"
"2294","12","2010-09-01 00:00:00","Fixed Assets","0.0000","4"
"2295","12","2010-10-01 00:00:00","Fixed Assets","0.0000","4"
"2296","12","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2297","12","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2298","12","2010-02-01 00:00:00","- Land and Buildings","0.0000","5"
"2299","12","2010-03-01 00:00:00","- Land and Buildings","0.0000","5"
"2300","12","2010-04-01 00:00:00","- Land and Buildings","0.0000","5"
"2301","12","2010-05-01 00:00:00","- Land and Buildings","0.0000","5"
"2302","12","2010-06-01 00:00:00","- Land and Buildings","0.0000","5"
"2303","12","2010-07-01 00:00:00","- Land and Buildings","0.0000","5"
"2304","12","2010-08-01 00:00:00","- Land and Buildings","0.0000","5"
"2305","12","2010-09-01 00:00:00","- Land and Buildings","0.0000","5"
"2306","12","2010-10-01 00:00:00","- Land and Buildings","0.0000","5"
"2307","12","2009-12-01 00:00:00","Liabilities","0.0000","6"
"2308","12","2010-01-01 00:00:00","Liabilities","0.0000","6"
"2309","12","2010-02-01 00:00:00","Liabilities","0.0000","6"
"2310","12","2010-03-01 00:00:00","Liabilities","0.0000","6"
"2311","12","2010-04-01 00:00:00","Liabilities","0.0000","6"
"2312","12","2010-05-01 00:00:00","Liabilities","0.0000","6"
"2313","12","2010-06-01 00:00:00","Liabilities","0.0000","6"
"2314","12","2010-07-01 00:00:00","Liabilities","0.0000","6"
"2315","12","2010-08-01 00:00:00","Liabilities","0.0000","6"
"2316","12","2010-09-01 00:00:00","Liabilities","0.0000","6"
"2317","12","2010-10-01 00:00:00","Liabilities","0.0000","6"
"2318","12","2009-12-01 00:00:00","Income","0.0000","7"
"2319","12","2010-01-01 00:00:00","Income","0.0000","7"
"2320","12","2010-02-01 00:00:00","Income","0.0000","7"
"2321","12","2010-03-01 00:00:00","Income","0.0000","7"
"2322","12","2010-04-01 00:00:00","Income","0.0000","7"
"2323","12","2010-05-01 00:00:00","Income","0.0000","7"
"2324","12","2010-06-01 00:00:00","Income","0.0000","7"
"2325","12","2010-07-01 00:00:00","Income","0.0000","7"
"2326","12","2010-08-01 00:00:00","Income","0.0000","7"
"2327","12","2010-09-01 00:00:00","Income","0.0000","7"
"2328","12","2010-10-01 00:00:00","Income","0.0000","7"
"2329","12","2009-12-01 00:00:00","Expenses","0.0000","8"
"2330","12","2010-01-01 00:00:00","Expenses","0.0000","8"
"2331","12","2010-02-01 00:00:00","Expenses","0.0000","8"
"2332","12","2010-03-01 00:00:00","Expenses","45.0000","8"
"2333","12","2010-04-01 00:00:00","Expenses","0.0000","8"
"2334","12","2010-05-01 00:00:00","Expenses","0.0000","8"
"2335","12","2010-06-01 00:00:00","Expenses","0.0000","8"
"2336","12","2010-07-01 00:00:00","Expenses","0.0000","8"
"2337","12","2010-08-01 00:00:00","Expenses","0.0000","8"
"2338","12","2010-09-01 00:00:00","Expenses","0.0000","8"
"2339","12","2010-10-01 00:00:00","Expenses","0.0000","8"
"2340","12","2009-12-01 00:00:00","- Rent","43.0000","9"
"2341","12","2010-01-01 00:00:00","- Rent","23.0000","9"
"2342","12","2010-02-01 00:00:00","- Rent","34.0000","9"
"2343","12","2010-03-01 00:00:00","- Rent","435.0000","9"
"2344","12","2010-04-01 00:00:00","- Rent","34.0000","9"
"2345","12","2010-05-01 00:00:00","- Rent","34.0000","9"
"2346","12","2010-06-01 00:00:00","- Rent","34.0000","9"
"2347","12","2010-07-01 00:00:00","- Rent","546.0000","9"
"2348","12","2010-08-01 00:00:00","- Rent","567.0000","9"
"2349","12","2010-09-01 00:00:00","- Rent","76.0000","9"
"2350","12","2010-10-01 00:00:00","- Rent","78.0000","9"
"2783","13","2009-12-01 00:00:00","Current Assets","67.0000","1"
"2784","13","2010-01-01 00:00:00","Current Assets","567.0000","1"
"2785","13","2010-02-01 00:00:00","Current Assets","56.0000","1"
"2786","13","2010-03-01 00:00:00","Current Assets","567.0000","1"
"2787","13","2010-04-01 00:00:00","Current Assets","567.0000","1"
"2788","13","2010-05-01 00:00:00","Current Assets","567.0000","1"
"2789","13","2010-06-01 00:00:00","Current Assets","57.0000","1"
"2790","13","2010-07-01 00:00:00","Current Assets","567.0000","1"
"2791","13","2010-08-01 00:00:00","Current Assets","0.0000","1"
"2792","13","2010-09-01 00:00:00","Current Assets","0.0000","1"
"2793","13","2010-10-01 00:00:00","Current Assets","0.0000","1"
"2794","13","2010-11-01 00:00:00","Current Assets","0.0000","1"
"2795","13","2009-12-01 00:00:00","- Software Lic","0.0000","2"
"2796","13","2010-01-01 00:00:00","- Software Lic","0.0000","2"
"2797","13","2010-02-01 00:00:00","- Software Lic","0.0000","2"
"2798","13","2010-03-01 00:00:00","- Software Lic","0.0000","2"
"2799","13","2010-04-01 00:00:00","- Software Lic","0.0000","2"
"2800","13","2010-05-01 00:00:00","- Software Lic","0.0000","2"
"2801","13","2010-06-01 00:00:00","- Software Lic","0.0000","2"
"2802","13","2010-07-01 00:00:00","- Software Lic","0.0000","2"
"2803","13","2010-08-01 00:00:00","- Software Lic","0.0000","2"
"2804","13","2010-09-01 00:00:00","- Software Lic","0.0000","2"
"2805","13","2010-10-01 00:00:00","- Software Lic","0.0000","2"
"2806","13","2010-11-01 00:00:00","- Software Lic","0.0000","2"
"2807","13","2009-12-01 00:00:00","- Stock","0.0000","3"
"2808","13","2010-01-01 00:00:00","- Stock","0.0000","3"
"2809","13","2010-02-01 00:00:00","- Stock","0.0000","3"
"2810","13","2010-03-01 00:00:00","- Stock","0.0000","3"
"2811","13","2010-04-01 00:00:00","- Stock","0.0000","3"
"2812","13","2010-05-01 00:00:00","- Stock","0.0000","3"
"2813","13","2010-06-01 00:00:00","- Stock","0.0000","3"
"2814","13","2010-07-01 00:00:00","- Stock","0.0000","3"
"2815","13","2010-08-01 00:00:00","- Stock","0.0000","3"
"2816","13","2010-09-01 00:00:00","- Stock","0.0000","3"
"2817","13","2010-10-01 00:00:00","- Stock","0.0000","3"
"2818","13","2010-11-01 00:00:00","- Stock","0.0000","3"
"2819","13","2009-12-01 00:00:00","Fixed Assets","0.0000","4"
"2820","13","2010-01-01 00:00:00","Fixed Assets","0.0000","4"
"2821","13","2010-02-01 00:00:00","Fixed Assets","0.0000","4"
"2822","13","2010-03-01 00:00:00","Fixed Assets","0.0000","4"
"2823","13","2010-04-01 00:00:00","Fixed Assets","0.0000","4"
"2824","13","2010-05-01 00:00:00","Fixed Assets","0.0000","4"
"2825","13","2010-06-01 00:00:00","Fixed Assets","0.0000","4"
"2826","13","2010-07-01 00:00:00","Fixed Assets","0.0000","4"
"2827","13","2010-08-01 00:00:00","Fixed Assets","0.0000","4"
"2828","13","2010-09-01 00:00:00","Fixed Assets","0.0000","4"
"2829","13","2010-10-01 00:00:00","Fixed Assets","0.0000","4"
"2830","13","2010-11-01 00:00:00","Fixed Assets","0.0000","4"
"2831","13","2009-12-01 00:00:00","- Land and Buildings","0.0000","5"
"2832","13","2010-01-01 00:00:00","- Land and Buildings","0.0000","5"
"2833","13","2010-02-01 00:00:00","- Land and Buildings","0.0000","5"
"2834","13","2010-03-01 00:00:00","- Land and Buildings","0.0000","5"
"2835","13","2010-04-01 00:00:00","- Land and Buildings","0.0000","5"
"2836","13","2010-05-01 00:00:00","- Land and Buildings","0.0000","5"
"2837","13","2010-06-01 00:00:00","- Land and Buildings","0.0000","5"
"2838","13","2010-07-01 00:00:00","- Land and Buildings","0.0000","5"
"2839","13","2010-08-01 00:00:00","- Land and Buildings","0.0000","5"
"2840","13","2010-09-01 00:00:00","- Land and Buildings","0.0000","5"
"2841","13","2010-10-01 00:00:00","- Land and Buildings","0.0000","5"
"2842","13","2010-11-01 00:00:00","- Land and Buildings","0.0000","5"
"2843","13","2009-12-01 00:00:00","Liabilities","0.0000","6"
"2844","13","2010-01-01 00:00:00","Liabilities","0.0000","6"
