"ReminderID","ReminderDate","MinsBeforeRemind","SnoozeDate","UserID","CreatedBy","Subject","isDismissed","DismissedDate","CreatedFromForm","CreatedFromID"
"43","2010-12-14 16:01:00","0","2011-04-28 09:55:00","351","1","Next Action: Demo Client - dfgsdfgdfgdfg","0","","frmActivityDetails","150"
"44","2010-12-14 16:00:00","0","2011-04-28 09:55:00","351","1","Appointment : Demo Company - dfgdfgf","0","","frmApptDetails","1662"
"45","2010-12-16 09:03:54","15","","345","1","Ticket Logged: A & G Consultants - Quote Accepted","1","2011-03-08 16:28:30","frmLogTicketNew","64"
"46","2010-12-16 15:00:46","15","","345","1","Ticket Logged: Hals Company - Quote Accepted","1","2011-03-08 16:28:30","frmLogTicketNew","65"
"61","2011-01-12 13:54:00","15","","1","1","Incoming Call Logged: Gerhard Otto - asdf","1","2011-01-12 13:56:08","frmLogCallAdv","285"
"69","2011-02-22 16:00:00","15","","346","1","Task Due Today for Gerhard Company","1","2011-03-08 17:14:26","frmClientActivityListDetails","133"
"70","2011-02-22 16:00:00","15","","350","1","Task Due Today for Gerhard Company","0","","frmClientActivityListDetails","133"
"130","2011-05-25 09:44:00","15","","1","1","Next Action: Schutte Venter - Test","1","2011-05-25 09:46:30","frmActivityDetails","151"
"131","2011-05-25 10:57:00","15","","1","1","Call Logged: Gustaf Strauss -","1","2011-05-25 11:39:30","frmLogCallAdv","286"
"132","2011-05-25 11:50:00","15","","1","1","Incoming Call Logged: Gustaf Strauss - Test","1","2011-05-25 11:57:06","frmLogCallAdv","287"
"133","2011-05-25 12:41:00","15","","1","1","Call Logged: Gustaf Strauss - test","1","2011-05-25 13:07:27","frmLogCallAdv","294"
"134","2011-05-26 08:11:00","15","","1","1","Incoming Call Logged: iessakage  - Test S","1","2011-05-26 09:50:41","frmLogCallAdv","298"
"135","2011-05-26 08:20:00","15","","1","1","Call Logged: Test Test - Tdasda","1","2011-05-26 09:50:41","frmLogCallAdv","299"
"136","2011-05-26 08:55:00","15","","1","1","Outgoing Call Logged: Schutte Venter - asdfasda","1","2011-05-26 09:50:41","frmLogCallAdv","302"
"137","2011-05-26 09:44:00","15","","1","1","Incoming Call Logged: Test Test - test subject","1","2011-05-26 10:13:54","frmLogCallAdv","303"
"138","2011-05-26 09:54:00","15","","1","1","Incoming Call Logged: Schutte Venter - rqweq","1","2011-05-26 09:56:47","frmLogCall","304"
"139","2011-05-26 09:54:00","15","","1","1","Incoming Call Logged: Schutte Venter - sdad","1","2011-05-26 09:56:46","frmLogCall","305"
"140","2011-06-01 16:51:00","15","","355","1","Call Logged: Gerhardus Otto - sdf","0","","frmLogCallAdv","316"
"157","2011-01-12 16:00:00","15","","350","1","Task Due Today for Demo Company","0","","frmClientActivityListDetails","132"
"158","2011-01-12 16:00:00","15","","351","1","Task Due Today for Demo Company","0","","frmClientActivityListDetails","132"
"160","2011-02-22 16:00:00","15","","349","1","Task Due Today for Demo Company","0","","frmClientActivityListDetails","134"
"188","2010-07-13 16:00:00","15","","1","1","Task Due Today for DEMO COMPANY","1","2011-06-13 12:25:47","frmClientActivityListDetails","131"
"189","2011-03-06 16:00:00","15","","348","1","Task Due Today for DEMO COMPANY","0","","frmClientActivityListDetails","135"
"190","2011-03-06 16:00:00","15","","349","1","Task Due Today for DEMO COMPANY","0","","frmClientActivityListDetails","135"
"191","2011-03-06 16:00:00","15","","350","1","Task Due Today for DEMO COMPANY","0","","frmClientActivityListDetails","135"
"192","2011-03-06 16:00:00","15","","357","1","Task Due Today for DEMO COMPANY","0","","frmClientActivityListDetails","135"
"193","2011-07-13 08:45:00","15","","1","1","Call Logged: Demo Client - asd","1","2011-07-13 13:29:15","frmLogCallAdv","318"
"194","2011-07-13 08:48:00","15","","1","1","Call Logged: TEST TEST -","1","2011-07-13 13:29:15","frmLogCallAdv","319"
"195","2011-07-21 14:00:00","15","","1","1","Outgoing Call Logged: This Contact - call","1","2011-07-21 14:20:43","frmCanvasLogCall","5"
"196","2011-08-02 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 35 - Ihsaans Company - Action :","1","2011-08-02 11:03:10","frmCanvassingDetails","35"
"197","2011-07-22 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 36 - Test Company - Action : Test your work","1","2011-07-25 10:25:08","frmCanvassingDetails","36"
"198","2011-07-21 16:00:00","15","","1","1","Outgoing Call Logged: Test Contact - Phoned Client","1","2011-07-21 15:58:07","frmCanvasLogCall","6"
"199","2011-07-25 13:26:00","15","","1","1","Incoming Call Logged: Demo Client - dfgdfg","1","2011-07-25 13:27:23","frmLogCall","320"
"200","2011-07-26 20:55:00","15","","1","1","Incoming Call Logged: Demo Client - Test","1","2011-07-26 20:57:22","frmLogCallAdv","321"
"201","2011-08-02 11:04:00","15","","347","1","Outgoing Call Logged: Demo Client -","0","","frmLogCallAdv","322"
"202","2011-08-02 11:17:00","15","","347","1","Call Logged: Demo Client -","0","","frmLogCallAdv","323"
"203","2011-08-02 11:18:00","15","","1","1","Call Logged: Demo Client -","1","2011-08-02 11:26:09","frmLogCallAdv","324"
"204","2011-08-02 11:24:00","15","","1","1","Outgoing Call Logged: Demo Client - bla bla bla bla","1","2011-08-02 11:31:16","frmLogCallAdv","325"
"205","2011-08-02 11:29:00","15","","1","1","Incoming Call Logged: Demo Client - bla bla bla","1","2011-08-02 11:37:16","frmLogCallAdv","326"
"206","2011-08-02 11:35:00","15","","353","1","Call Logged: Demo Client - ReDim Preserve Recipients(i)ReDim Preserve Recipie","1","2011-09-14 14:32:22","frmLogCallAdv","327"
"207","2011-08-02 11:36:00","15","","1","1","Incoming Call Logged: Demo Client -  bla bla bla bla bla bla","1","2011-08-02 11:38:19","frmLogCallAdv","328"
"208","2011-08-12 16:46:00","15","","1","1","Next Action: Demo Client -","1","2011-08-16 08:40:55","frmActivityDetails","154"
"209","2011-08-16 14:53:00","15","","358","1","Next Action: Demo Client - sdfsdfsdf","0","","frmActivityDetails","155"
"210","2011-08-16 14:55:00","15","","1","1","Next Action: Demo Client - ghhggh","1","2011-08-16 14:59:58","frmActivityDetails","156"
"211","2011-08-16 15:10:00","15","2011-08-17 15:14:00","1","1","Next Action: Karen Mercer - hjkhjkh","1","2011-08-22 14:23:25","frmActivityDetails","157"
"213","2011-11-02 13:45:25","15","","359","1","Ticket Logged: Astcom Computer Traders - ","0","","frmLogTicketNew","66"
"214","2011-11-15 11:42:00","15","","359","1","Incoming Call Logged: Ms Jane Raphaely  - hsrhjuyt","0","","frmLogCall","338"
"215","2011-11-21 14:01:00","15","","1","1","Incoming Call Logged: Test Kylie  -","1","2011-11-21 14:04:02","frmLogCallAdv","339"
"216","2011-11-22 10:45:00","15","","1","1","Next Action: Test Test -","1","2011-11-22 10:46:54","frmActivityDetails","158"
"217","2011-11-22 10:06:00","15","","1","1","Call Logged:  -","1","2011-11-22 10:52:27","frmLogCall","341"
"218","2011-11-22 09:58:00","15","","1","1","Call Logged: Testing  Supplier Contacts -","1","2011-11-22 10:55:19","frmLogCallAdv","340"
"219","2011-11-22 08:17:00","15","","1","1","Action Reminder","1","2011-11-22 11:23:57","frmActivityDetails","159"
"220","2011-11-22 08:17:00","15","","1","1","Action Reminder","1","2011-11-22 11:23:58","frmActivityDetails","160"
"221","2011-11-23 14:48:03","15","","1","1","Ticket Logged: Demo Company - ","1","2011-11-23 14:52:25","frmLogTicketNew","67"
"222","2011-11-23 14:48:03","15","","1","1","Ticket Logged: Demo Company - ","1","2011-11-23 14:58:30","frmLogTicketNew","67"
"223","2011-12-05 09:52:00","15","","1","1","Action Reminder","1","2011-12-05 09:53:47","frmActivityDetails","161"
"224","2011-12-05 09:52:00","15","","1","1","Action Reminder","1","2011-12-05 09:54:56","frmActivityDetails","162"
"225","2012-01-05 09:52:00","15","","1","1","Action Reminder","1","2012-01-06 13:53:38","frmActivityDetails","163"
"226","2012-02-06 09:52:00","15","","1","1","Action Reminder","1","2012-02-07 11:57:15","frmActivityDetails","164"
"227","2012-03-05 09:52:00","15","","1","1","Action Reminder","1","2012-03-05 10:11:27","frmActivityDetails","165"
"228","2012-04-05 09:52:00","15","","1","1","Action Reminder","1","2012-04-10 15:57:17","frmActivityDetails","166"
"229","2012-05-07 09:52:00","15","","1","1","Action Reminder","1","2012-10-26 13:59:02","frmActivityDetails","167"
"230","2012-06-05 09:52:00","15","","1","1","Action Reminder","1","2012-10-26 13:59:02","frmActivityDetails","168"
"231","2012-07-05 09:52:00","15","","1","1","Action Reminder","1","2012-10-26 13:59:02","frmActivityDetails","169"
"232","2012-08-06 09:52:00","15","","1","1","Action Reminder","1","2012-10-26 13:59:02","frmActivityDetails","170"
"233","2012-09-05 09:52:00","15","","1","1","Action Reminder","1","2012-10-26 13:59:02","frmActivityDetails","171"
"234","2012-10-05 09:52:00","15","","1","1","Action Reminder","1","2012-10-26 13:59:02","frmActivityDetails","172"
"235","2012-11-05 09:52:00","0","2013-02-08 16:30:00","1","1","Action Reminder","1","2013-02-08 16:37:00","frmActivityDetails","173"
"236","2011-12-05 09:53:00","15","","1","1","testing appointments","1","2011-12-05 09:54:57","frmApptDetails","2033"
"237","2012-01-05 09:53:00","15","","1","1","testing appointments","1","2012-01-06 13:53:39","frmApptDetails","2034"
"238","2012-02-06 09:53:00","15","","1","1","testing appointments","1","2012-02-07 11:57:15","frmApptDetails","2035"
"239","2012-03-05 09:53:00","15","","1","1","testing appointments","1","2012-03-05 10:11:27","frmApptDetails","2036"
"240","2012-04-05 09:53:00","15","","1","1","testing appointments","1","2012-04-10 15:57:17","frmApptDetails","2037"
"241","2012-05-07 09:53:00","15","","1","1","testing appointments","1","2012-10-26 13:59:02","frmApptDetails","2038"
"242","2012-06-05 09:53:00","15","","1","1","testing appointments","1","2012-10-26 13:59:02","frmApptDetails","2039"
"243","2012-07-05 09:53:00","15","","1","1","testing appointments","1","2012-10-26 13:59:02","frmApptDetails","2040"
"244","2012-08-06 09:53:00","15","","1","1","testing appointments","1","2012-10-26 13:59:02","frmApptDetails","2041"
"245","2012-09-05 09:53:00","15","","1","1","testing appointments","1","2012-10-26 13:59:02","frmApptDetails","2042"
"246","2012-10-05 09:53:00","15","","1","1","testing appointments","1","2012-10-26 13:59:02","frmApptDetails","2043"
"247","2012-11-05 09:53:00","15","","1","1","testing appointments","1","2013-02-08 16:23:57","frmApptDetails","2044"
"248","2012-12-05 09:53:00","15","","1","1","testing appointments","1","2013-02-08 16:23:57","frmApptDetails","2045"
"249","2011-12-05 10:45:00","15","","1","1","Sub Task:  - please note this needs to be completed","1","2011-12-05 10:46:34","frmActionDetails","92"
"250","2011-12-05 13:01:30","15","","1","1","Ticket Logged: Testing Fusion  - installation problem ","1","2011-12-05 13:04:05","frmLogTicketNew","68"
"251","2011-12-05 13:11:00","15","","1","1","Sub Task: Feedback - testing activities","1","2011-12-05 14:03:36","frmActionDetails","93"
"252","2011-12-05 14:01:00","15","","1","1","Incoming Call Logged: Kylie  Mohamed  - testing","1","2011-12-05 14:03:36","frmLogCall","344"
"253","2011-12-15 11:36:00","15","","361","361","Next Action: Malcolm Holmond -","0","","frmActivityDetails","196"
"254","2011-12-15 11:37:00","15","","361","361","Outgoing Call Logged: Malcolm Holmond - test","0","","frmLogCall","345"
"255","2011-12-15 11:38:00","15","","361","361","Outgoing Call Logged: Malcolm Holmond - test","1","2011-12-15 15:41:32","frmLogCallAdv","346"
"256","2011-12-22 10:00:00","15","","361","361","Sub Task: Follow-up - Do a follow up on something","0","","frmActionDetails","95"
"257","2011-12-22 10:00:00","15","","361","361","Sub Task: Feedback - get feedback on the follow up on something","0","","frmActionDetails","96"
"258","2011-12-22 10:00:00","15","","1","361","Sub Task: Feedback - Call for a feedback","1","2011-12-22 09:45:11","frmActionDetails","94"
"259","2011-12-15 15:40:33","15","","1","361","Ticket Logged: Lab World - ","1","2011-12-16 10:09:38","frmLogTicketNew","69"
"260","2011-12-19 09:50:00","0","2011-12-19 10:12:00","1","1","Incoming Call Logged: Thuenis Erasmus - Testing version 4","1","2011-12-19 10:14:10","frmLogCallAdv","347"
"261","2011-12-19 10:50:00","15","","1","1","Next Action: Louise De Jager - fusion software","1","2011-12-19 10:35:33","frmActivityDetails","197"
"262","2011-12-19 10:22:00","15","","1","1","dhgkjhgkjshgkjhgkjh","1","2011-12-19 10:25:02","frmApptDetails","2138"
"263","2011-12-19 14:21:21","15","","1","1","Ticket Logged: 1 Military Hospital Pretoria - ","1","2011-12-19 14:14:57","frmLogTicketNew","70"
"264","2011-12-19 14:32:12","15","","1","1","Ticket Logged: Accountability & Systems Management cc - ","1","2011-12-19 14:27:55","frmLogTicketNew","71"
"265","2011-12-19 14:32:12","15","","1","1","Ticket Logged: Accountability & Systems Management cc - ","1","2011-12-19 14:27:55","frmLogTicketNew","71"
"266","2011-12-19 14:32:12","15","","1","1","Ticket Logged: Accountability & Systems Management cc - ","1","2011-12-19 14:27:56","frmLogTicketNew","71"
"267","2011-12-19 14:32:12","15","","1","1","Ticket Logged: Accountability & Systems Management cc - ","1","2011-12-19 14:27:56","frmLogTicketNew","71"
"268","2011-12-19 14:32:12","15","","1","1","Ticket Logged: Accountability & Systems Management cc - ","1","2011-12-19 14:27:56","frmLogTicketNew","71"
"269","2011-12-19 15:18:00","15","","1","1","Incoming Call Logged: Eric Klein  - 5555","1","2011-12-19 15:11:54","frmLogCall","351"
"270","2011-12-19 15:19:00","15","","1","1","Incoming Call Logged: Ruth  - 1111","1","2011-12-19 15:12:56","frmLogCallAdv","352"
"271","2011-12-19 15:28:00","15","","1","1","test","1","2011-12-19 15:21:02","frmLogCall","353"
"272","2011-12-20 15:28:00","15","","1","1","test","1","2011-12-20 15:13:26","frmLogCall","354"
"273","2011-12-21 15:28:00","15","","1","1","test","1","2011-12-21 15:13:15","frmLogCall","355"
"274","2011-12-19 15:28:00","15","","1","1","test","1","2011-12-19 15:21:03","frmLogCall","356"
"275","2011-12-20 15:28:00","15","","1","1","test","1","2011-12-20 15:13:27","frmLogCall","357"
"276","2011-12-21 15:28:00","15","","1","1","test","1","2011-12-21 15:13:15","frmLogCall","358"
"277","2011-12-22 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 38 - A && G Consultants - Action : First Contact","1","2011-12-22 08:39:25","frmCanvassingDetails","38"
"278","2011-12-21 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 39 - 1 Military Hospital Pretoria - Action : First Contact","1","2011-12-21 08:20:54","frmCanvassingDetails","39"
"279","2011-12-20 08:37:00","15","","1","1","Incoming Call Logged: jhkhkjhkjh - Testing testing","1","2011-12-20 08:38:06","frmCanvasLogCall","8"
"280","2011-12-20 09:00:00","15","","1","1","Appointment : Demo Company - Type : jobtype1     Status : test1","1","2011-12-20 09:00:08","frmApptDetails","2146"
"281","2011-12-22 09:57:00","15","","1","1","Incoming Call Logged: Louise De Jager - sdlkjf","1","2011-12-22 09:58:16","frmLogCallAdv","359"
"282","2011-12-23 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 41 - Testing Fusion - Action : First Contact","1","2011-12-23 08:27:02","frmCanvassingDetails","41"
"283","2011-12-22 11:11:00","15","","361","361","Action Reminder","0","","frmActivityDetails","198"
"284","2012-01-23 11:11:00","15","","361","361","Action Reminder","0","","frmActivityDetails","199"
"285","2012-02-22 11:11:00","15","","361","361","Action Reminder","0","","frmActivityDetails","200"
"286","2012-03-22 11:11:00","15","","361","361","Action Reminder","0","","frmActivityDetails","201"
"287","2011-12-23 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 42 - Blue Twist Media - Action :","1","2011-12-23 08:27:03","frmCanvassingDetails","42"
"288","2011-12-23 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 43 - Ackerman Mr R - Action :","1","2011-12-23 08:27:03","frmCanvassingDetails","43"
"289","2011-12-23 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 44 - Airports Company South Africa Limited - Action :","1","2011-12-23 08:27:03","frmCanvassingDetails","44"
"290","2012-01-10 12:00:00","15","","1","1","Appointment : Hal's Company - Test Reminders","1","2012-01-10 15:28:48","frmApptDetails","2155"
"291","2012-01-18 00:00:00","15","","1","1","Canvas Contact Reminder - Canvas No : 45 - Demo Canvas - Action :","1","2012-01-18 14:43:10","frmCanvassingDetails","45"
"293","2012-02-02 19:39:00","15","","1","1","Incoming Call Logged: You - blah","1","2012-02-02 19:37:35","frmCanvasLogCall","9"
"294","2012-02-17 12:34:22","15","","1","1","Ticket Logged: ACME - installation problem ","1","2012-02-17 12:28:12","frmLogTicketNew","73"
"295","2012-02-17 00:00:00","15","","1","1","Sub Task: Feedback - 123","1","2012-02-17 12:39:30","frmActionDetails","99"
"296","2012-02-29 13:31:33","15","","368","1","Ticket Logged: testing - installation problem ","0","","frmLogTicketNew","74"
"297","2012-02-29 13:31:33","15","","368","1","Ticket Logged: testing - installation problem ","0","","frmLogTicketNew","74"
"298","2012-02-29 13:31:33","15","","368","1","Ticket Logged: testing - installation problem ","0","","frmLogTicketNew","74"
"299","2012-02-29 13:31:33","15","","368","1","Ticket Logged: testing - installation problem ","0","","frmLogTicketNew","74"
"300","2012-02-29 13:31:33","15","","368","1","Ticket Logged: testing - installation problem ","0","","frmLogTicketNew","74"
"301","2012-02-29 13:31:33","15","","368","1","Ticket Logged: testing - installation problem ","0","","frmLogTicketNew","74"
"302","2012-03-22 08:56:00","15","","1","1","Incoming Call Logged:   - blah","1","2012-03-22 09:27:42","frmLogCall","366"
"303","2012-03-27 15:30:13","15","","1","1","Ticket Logged: Demo Company - installation problem ","1","2012-03-27 15:36:10","frmLogTicketNew","75"
"304","2012-03-27 15:30:13","15","","1","1","Ticket Logged: Demo Company - installation problem ","1","2012-03-27 15:36:11","frmLogTicketNew","75"
"305","2012-03-27 15:30:13","15","","1","1","Ticket Logged: Demo Company - installation problem ","1","2012-03-27 15:36:11","frmLogTicketNew","75"
"306","2012-03-27 15:30:13","15","","1","1","Ticket Logged: Demo Company - installation problem ","1","2012-03-27 15:36:11","frmLogTicketNew","75"
"307","2013-09-09 22:07:00","0","2013-09-20 10:21:00","372","1","Incoming Call Logged: MICHAEL JOHN SIDDALL - Complaint","1","2013-09-26 10:47:34","frmLogCallAdv","367"
"308","2013-09-22 08:00:00","15","2013-10-03 10:28:00","373","373","Incoming Call Logged: DORICA EATWELL - 011-465-9196 - jie90ig940we","1","2013-12-11 13:42:55","frmLogCallAdv","368"
"309","2013-09-27 10:33:00","15","","373","378","Call Logged: JESSE VAN GRAAN - Telephone message","1","2013-09-27 10:36:00","frmLogCall","369"
"310","2013-09-27 10:43:00","15","","379","378","Call Logged: KELLY BRAUM -","1","2013-09-27 10:44:04","frmLogCall","370"
"311","2013-09-30 10:20:00","15","","379","378","Next Action: KELLY BRAUM - 011-465-9196 -","1","2013-09-30 10:27:41","frmActivityDetails","218"
"312","2013-09-30 10:27:00","15","","378","379","Next Action: BEV  BULBRING - 011-465-9196 -","1","2013-09-30 10:30:47","frmActivityDetails","219"
"313","2013-09-30 10:47:00","15","","372","379","Next Action: BEV  BULBRING - 011-465-9196 -","1","2013-10-03 11:40:13","frmActivityDetails","220"
"314","2013-09-30 11:23:00","15","","378","372","Call Logged: BEV  BULBRING - Message","1","2013-09-30 13:34:28","frmLogCall","371"
"315","2013-09-30 11:26:00","15","","369","372","Call Logged: DORICA EATWELL - Message","1","2013-10-11 07:25:20","frmLogCall","372"
"316","2013-09-30 11:59:00","15","2013-10-03 10:28:00","373","373","Incoming Call Logged: BEV  BULBRING - Message","1","2013-12-11 13:43:08","frmLogCall","374"
"317","2013-09-30 13:27:00","15","","376","376","Call Logged:  -","1","2013-12-04 11:15:11","frmLogCall","375"
"318","2013-09-30 14:13:00","15","","376","376","Incoming Call Logged: SALLY PEARSON - Message","1","2013-12-04 11:15:30","frmLogCall","376"
"319","2013-10-01 12:33:00","0","2013-12-11 10:03:00","376","376","Incoming Call Logged: SALLY PEARSON - TELEPHONE MESSAGE","1","2014-01-02 12:02:28","frmLogCall","380"
"320","2013-10-01 13:11:00","15","","372","379","Call Logged: BEV  BULBRING -","1","2013-10-03 11:40:13","frmLogCall","382"
"321","2013-10-03 09:18:00","15","","379","378","Call Logged: KELLY BRAUM - Advertising details","1","2013-10-03 09:20:13","frmLogCall","387"
"322","2013-10-03 11:39:00","15","","373","373","Call Logged: JESSE VAN GRAAN - NEW CONTACT -","1","2013-12-11 13:43:22","frmLogCall","389"
"323","2013-10-03 11:51:00","15","","373","373","Call Logged: JESSE VAN GRAAN - NEW CONTACT","1","2013-12-11 13:42:46","frmLogCall","390"
"324","2013-10-07 13:35:00","15","","378","378","Call Logged: JOY LERENA - MESSAGES","1","2013-10-07 13:36:36","frmLogCall","392"
"325","2013-10-09 09:06:00","15","","379","378","Call Logged: KELLY BRAUM - MESSAGE","1","2013-10-09 09:07:29","frmLogCall","395"
"326","2013-10-10 16:42:00","15","","369","372","Call Logged: DORICA EATWELL - Notice for Cancellation","1","2013-12-04 07:37:22","frmLogCall","396"
"327","2013-10-11 09:57:00","15","","373","373","Call Logged: JESSE VAN GRAAN - Quote","1","2013-12-11 13:42:32","frmLogCall","398"
"328","2013-10-11 10:38:00","0","2013-12-11 10:03:00","376","376","Incoming Call Logged: SALLY PEARSON - Message","1","2014-01-02 12:02:30","frmLogCall","399"
"329","2013-10-11 12:00:00","15","","373","373","Call Logged: JESSE VAN GRAAN -","1","2013-12-11 13:25:44","frmLogCall","400"
"330","2013-10-14 08:50:00","15","","369","378","Call Logged: DORICA EATWELL - 011-465-9196 - PICNIC NUMBERS","1","2013-10-14 08:51:32","frmLogCallAdv","401"
"331","2013-10-15 16:30:00","15","","369","378","Incoming Call Logged: DORICA EATWELL - 011-465-9196 - Message","1","2013-10-15 16:31:49","frmLogCallAdv","402"
"332","2013-10-16 11:49:00","15","","373","373","Call Logged: JESSE VAN GRAAN -","1","2013-12-11 13:25:27","frmLogCall","403"
