"ViewID","Class","FriendlyName","View","IsDefault","LastUpdated","LastUpdatedBy","ComputerName","Executed","ExecuteOnStartUp","WindowsUserName"
"39408","cv_contactsearch_without_company","","select ec.entitycontactid, ec.entitycontactid as [Contact ID], ec.[Company],
dbo.EntityContactName(ec.Title, ec.Initials, ec.Firstname, ec.Surname) as Contact,  
ec.phone1 as [Home #], ec.Cell AS [Cell #], ec.Fax as [Fax #], ec.Email,
t.Type, c.Category,
u.username as [Created By],
case isnull(ec.sendemail,0) when 0 then '' else 'Yes' end as [Send Email], 
case isnull(ec.sendsms,0) when 0 then '' else 'Yes' end as [Send SMS],
right('0'+datename(dd,ec.dateadded),2)+'/'+right('0'+cast(datepart(m,ec.dateadded) as nvarchar), 2)+'/'+datename(yyyy,ec.dateadded) as [Date Added],
right('0'+datename(dd,ec.datemodified),2)+'/'+right('0'+cast(datepart(m,ec.datemodified) as nvarchar), 2)+'/'+datename(yyyy,ec.datemodified) as [Last Modified]
from entitycontact as ec
left join entitycontactgroup g on ec.entitycontactid = g.entitycontactid
left join (select lookupid as typeid, value as type from lookup where class like 'type') t on ec.entitytypeid = t.typeid
left join (select lookupid as categoryid, value as category from lookup where class like 'category') c on ec.entitycategoryid = c.categoryid
left join users u on ec.entitycontactcreatorid = u.userid
left join entitycontactdivision ed on ed.entitycontactid = ec.entitycontactid
<%where%>
group by ec.entitycontactid, ec.company, ec.surname, ec.title, ec.firstname, ec.initials, ec.department,
ec.phone1, ec.cell, ec.fax, ec.email, t.type, c.category, 
ec.address1, ec.address2, ec.address3, ec.city, ec.region, ec.code, ec.country,
u.username, ec.dateadded, ec.datemodified, ec.sendemail, ec.sendsms
order by ec.company, ec.surname,  ec.firstname","0","","1","LRA-FUSION","0","0","fusion"
"39409","qf_companies","","SELECT TOP 50 
	entityid,
	ISNULL(Accountnum,'') as [Acc. No.], 
	Company, 
Vatnum as [VATNo],
	t.Value as [Type], 
	c.Value as Category
FROM entity e
LEFT JOIN lookup t on t.lookupid = e.entitytypeid
LEFT JOIN lookup c on c.lookupid = e.entitycategoryid
WHERE (e.company LIKE '%<%replace%>%' OR ISNULL(e.Accountnum,'') LIKE  '%<%replace%>%') 
AND (ISNULL(IsSupplier,0) = {issupplier})
/*{and}*/
ORDER BY e.AccountNum, e.Company","0","","1","LRA-FUSION","0","0","fusion"
"39410","cv_export_contacts","","select
    ec.EntityContactID,
    SC.SalesConsultant as [Sales Consultant],
    c.Category,
    AccT.AccType as [Account Type],
    D.Division, 
    t.Type as [Type],
    STB.[Sub Type], 
    dbo.fn_EntityContactGroups(EC.EntityContactID) as [Group],
    ec.EntityContactID as [Contact ID],
    AlternateContactID as [Alternate Contact ID], 
    e.Company, 
	EC.JobTitle as [Job Title], 
    ec.Title ,
    ec.Initials, 
    ec.Firstname as [First Name], 
    ec.Surname, 
    ec.Phone1, 
    ec.Phone2, 
    [Addition 5],
    [Addition 6],
    [Addition 7],
    [Addition 8] ,
    ec.Phone3, 
    ec.HomePhone as [Home Phone], 
    ec.Cell, 
    ec.Fax, 
    ec.Email, 
    Birthdate,
    Ext as [Extention],
    lbdep.Department as [Department],
     lbind.[Industry] as [Industry],
    Spouse,
    AsstTitle as [Assistant Title],
    AsstName as [Assistant Name],
    AsstPhone as [Assistant Phone],
    AsstExt as [Assistant Extention],
    eapy.Address1,
    eapy.Address2,
    eapy.Address3,
    eapy.City,
    eapy.State,
    eapy.Code,
    eapy.Region,
    eapy.Country,
    CASE WHEN ISNULL(SendEmail,0) = 0 THEN 'False' ELSE 'True' END as [Send Emails],
    CASE WHEN ISNULL(SendSMS,0) = 0 THEN 'False' ELSE 'True' END as [Send SMS],
    ec.AccountNum as [Account Number], 
    [Business Category],
    [ABC],
    right('0'+datename(dd,ec.dateadded),2)+'/'+right('0'+cast(datepart(m,ec.dateadded) as nvarchar), 2)+'/'+datename(yyyy,ec.dateadded) as [Created Date], 
    u.username as [Created by],
    EC.Additional1 as [Addition 1],
    EC.Additional2 as [Addition 2],
    EC.Additional3 as [Addition 3],
    EC.Additional4 as [Addition 4], 
    right('0'+datename(dd,ec.datemodified),2)+'/'+right('0'+cast(datepart(m,ec.datemodified) as nvarchar), 2)+'/'+datename(yyyy,ec.datemodified) as [Last Modified Date],
    OutlookID as [Outlook ID], uu.username as [Modified By],
    (SELECT TOP 1 CONVERT(VARCHAR, CAST(CallDate as DATETIME),103) FROM CallLog WHERE ISNULL(AdvCall,0) = 1 AND EntityContactID = ec.EntityContactID ORDER BY CallDate DESC) as [Last Call],
    (SELECT TOP 1 CONVERT(VARCHAR, CAST([Date] as DATETIME), 103) FROM Appointment a 
    LEFT JOIN AppointmentContacts ac on ac.apptID = a.AppointmentID
    WHERE ac.EntityContactID = ec.EntityContactID ORDER BY [Date] DESC) as [Last Appointment]
from entitycontact as ec
left join (select lookupid as AccTypeID, value as AccType from lookup where class like 'accounttype') AccT
 on ec.accounttypeid = AccT.AccTypeID
left join (Select lookupid, value from lookup) ls1 on ls1.lookupid = EC.SalesConsID
left join entity e
 on e.entityid = ec.entityid 
left join entitycontactgroup g 
 on ec.entitycontactid = g.entitycontactid 
left join (select lookupid as groupid, value as [Group] from lookup where class like 'group') Gr
 on g.groupid = Gr.groupid 
left join( select staffid as SalesConsid, FirstName + ' ' + IsNull(Surname,'') As SalesConsultant from staff) SC
on ec.salesconsid = SC.SalesConsID
left join (select lookupid as typeid, value as type from lookup where class like 'type') t
 on ec.entitytypeid = t.typeid 
left join (select lookupid as categoryid, value as category from lookup where class like 'category') c
 on ec.entitycategoryid = c.categoryid 
left join (select lookupid as SourceTypeID, value as SourceType from lookup where class like 'Source Type') s
 on ec.ContTypeID = s.SourceTypeID 
left join (select lookupid as InterestID, value as Interest from lookup where class like 'Interest') i
 on ec.InterestID = i.InterestID 
 
left join (select lookupid as ABCID, value as ABC from lookup where class like 'ABC') lABC
 on ec.abccatid = lABC.ABCID  
 
left join (select lookupid as PositionID, value as Position from lookup where class like 'Position') p
 on ec.PositionID = p.PositionID 
left join users u
 on ec.entitycontactcreatorid = u.userid 
left join users uu on ec.EntityContactUpdaterID = uu.userid 
left join entitycontactdivision ed
 on ed.entitycontactid = ec.entitycontactid 
left join (select lookupid as DivisionID, value as Division from lookup where class like 'Divisions') D
 on D.DivisionID = (SELECT TOP 1 DivisionID FROM EntityContactDivision WHERE EntityContactID = EC.EntityContactID)
left join entityaddress eapo
 on eapo.entityaddressid = ec.postaladdrid 
left join entityaddress eapy
 on eapy.entityaddressid = ec.physicaladdrid
left join EntityContactTypes ect
 on ec.entitycontactid = ect.entitycontactid
left join entityContactMOComm ecmc
 on ec.entitycontactid = ecmc.entitycontactid
left join (select lookupid,value as [Business Category] from lookup ) lbcat
on lbcat.lookupid = ec.buscatid
left join (select lookupid,value as [Department] from lookup ) lbdep
on lbdep.lookupid = ec.DepartmentID
left join (select lookupid,value as [Industry] from lookup ) lbind
on lbind.lookupid = ec.IndustryID
left join (select LinkLookupID,value as [Sub Type] from linklookup ) STB
on STB.LinkLookupID = ec.entitysubtypeid
  left join (select lookupid,value as [Addition 5] from lookup ) lbAD1
on lbAD1.lookupid = ec.AdditionalID5
left join (select lookupid,value as [Addition 6] from lookup ) lbAD2
on lbAD2.lookupid = ec.AdditionalID6
left join (select lookupid,value as [Addition 7] from lookup ) lbAD3
on lbAD3.lookupid = ec.AdditionalID7
left join (select lookupid,value as [Addition 8] from lookup ) lbAD4
on lbAD4.lookupid = ec.AdditionalID8
{where}
 GROUP BY jobtitle,ec.EntityContactID, ec.AlternatecontactID, e.Company, ec.Title,ec.Initials , ec.Firstname, ec.Surname, ec.Phone1, ec.Phone2, 
    ec.Phone3, ec.HomePhone, ec.Cell, ec.Fax, ec.Email, ec.Birthdate, ec.Ext, ec.Department, ec.Spouse, ec.AsstTitle, ec.AsstName, ec.AsstPhone, ec.AsstExt, 
        ec.Address1, ec.Address2, ec.Address3, ec.City, ec.State, ec.Code, ec.Region, ec.Country, ec.Province, ec.SendEmail, ec.SendSMS, ec.AccountNum, 
    ec.DateAdded, ec.DateModified, OutlookID,lbdep.Department,lbind.[Industry],STB.[Sub Type],
    ec.address1,ec.address2,ec.address3,ec.city,ec.region,ec.code,ec.country,
    ec.sendemail,ec.sendsms,ec.sendpost,EC.Additional2,EC.Additional3,EC.Additional4 ,[Addition 5],[Addition 5],[Addition 6],[Addition 7],[Addition 8] ,EC.Additional1,
    ec.dateadded,u.username,ec.datemodified,uu.username,eapy.Address1,eapy.Address2,
    eapy.Address3,eapy.City,eapy.State,eapy.Code,eapy.Region,eapy.Country,SC.SalesConsultant,c.Category,AccT.AccType,D.Division,t.Type,ls1.value,[Business Category],lABC.ABC, EC.JobTitle
","0","","1","LRA-FUSION","0","0","fusion"
"39411","cv_export_contacts_nocompanies","","select
    ec.EntityContactID,
    SC.SalesConsultant as [Sales Consultant],
    c.Category,
    AccT.AccType as [Account Type],
    D.Division, 
    t.Type as [Type],
    STB.[Sub Type], 
    dbo.fn_EntityContactGroups(EC.EntityContactID) as [Group],
    ec.EntityContactID as [Contact ID],
    AlternateContactID as [Alternate Contact ID], 
	EC.JobTitle as [Job Title], 
    ec.Title ,
    ec.Initials, 
    ec.Firstname as [First Name], 
    ec.Surname, 
    ec.Phone1, 
    ec.Phone2, 
    [Addition 5],
    [Addition 6],
    [Addition 7],
    [Addition 8] ,
    ec.Phone3, 
    ec.HomePhone as [Home Phone], 
    ec.Cell, 
    ec.Fax, 
    ec.Email, 
    Birthdate,
    Ext as [Extention],
    lbdep.Department as [Department],
     lbind.[Industry] as [Industry],
    Spouse,
    AsstTitle as [Assistant Title],
    AsstName as [Assistant Name],
    AsstPhone as [Assistant Phone],
    AsstExt as [Assistant Extention],
    eapy.Address1,
    eapy.Address2,
    eapy.Address3,
    eapy.City,
    eapy.State,
    eapy.Code,
    eapy.Region,
    eapy.Country,
    CASE WHEN ISNULL(SendEmail,0) = 0 THEN 'False' ELSE 'True' END as [Send Emails],
    CASE WHEN ISNULL(SendSMS,0) = 0 THEN 'False' ELSE 'True' END as [Send SMS],
    ec.AccountNum as [Account Number], 
    [Business Category],
    [ABC],
    right('0'+datename(dd,ec.dateadded),2)+'/'+right('0'+cast(datepart(m,ec.dateadded) as nvarchar), 2)+'/'+datename(yyyy,ec.dateadded) as [Created Date], 
    u.username as [Created by],
    EC.Additional1 as [Addition 1],
    EC.Additional2 as [Addition 2],
    EC.Additional3 as [Addition 3],
    EC.Additional4 as [Addition 4], 
    right('0'+datename(dd,ec.datemodified),2)+'/'+right('0'+cast(datepart(m,ec.datemodified) as nvarchar), 2)+'/'+datename(yyyy,ec.datemodified) as [Last Modified Date],
    OutlookID, uu.username as [Modified By],
    (SELECT TOP 1 CONVERT(VARCHAR, CAST(CallDate as DATETIME),103) FROM CallLog WHERE ISNULL(AdvCall,0) = 1 AND EntityContactID = ec.EntityContactID ORDER BY CallDate DESC) as [Last Call],
    (SELECT TOP 1 CONVERT(VARCHAR, CAST([Date] as DATETIME), 103) FROM Appointment a 
    LEFT JOIN AppointmentContacts ac on ac.apptID = a.AppointmentID
    WHERE ac.EntityContactID = ec.EntityContactID ORDER BY [Date] DESC) as [Last Appointment]
from entitycontact as ec
left join (select lookupid as AccTypeID, value as AccType from lookup where class like 'accounttype') AccT
 on ec.accounttypeid = AccT.AccTypeID
left join (Select lookupid, value from lookup) ls1 on ls1.lookupid = EC.SalesConsID
left join entitycontactgroup g 
 on ec.entitycontactid = g.entitycontactid 
left join (select lookupid as groupid, value as [Group] from lookup where class like 'group') Gr
 on g.groupid = Gr.groupid 
left join( select staffid as SalesConsid, FirstName + ' ' + IsNull(Surname,'') As SalesConsultant from staff) SC
on ec.salesconsid = SC.SalesConsID
left join (select lookupid as typeid, value as type from lookup where class like 'type') t
 on ec.entitytypeid = t.typeid 
left join (select lookupid as categoryid, value as category from lookup where class like 'category') c
 on ec.entitycategoryid = c.categoryid 
left join (select lookupid as SourceTypeID, value as SourceType from lookup where class like 'Source Type') s
 on ec.ContTypeID = s.SourceTypeID 
left join (select lookupid as InterestID, value as Interest from lookup where class like 'Interest') i
 on ec.InterestID = i.InterestID 
 
left join (select lookupid as ABCID, value as ABC from lookup where class like 'ABC') lABC
 on ec.abccatid = lABC.ABCID  
 
left join (select lookupid as PositionID, value as Position from lookup where class like 'Position') p
 on ec.PositionID = p.PositionID 
left join users u
 on ec.entitycontactcreatorid = u.userid 
left join users uu on ec.EntityContactUpdaterID = uu.userid 
left join entitycontactdivision ed
 on ed.entitycontactid = ec.entitycontactid 
left join (select lookupid as DivisionID, value as Division from lookup where class like 'Divisions') D
 on D.DivisionID = (SELECT TOP 1 DivisionID FROM EntityContactDivision WHERE EntityContactID = EC.EntityContactID)
left join entityaddress eapo
 on eapo.entityaddressid = ec.postaladdrid 
left join entityaddress eapy
 on eapy.entityaddressid = ec.physicaladdrid
left join EntityContactTypes ect
 on ec.entitycontactid = ect.entitycontactid
left join entityContactMOComm ecmc
 on ec.entitycontactid = ecmc.entitycontactid
left join (select lookupid,value as [Business Category] from lookup ) lbcat
on lbcat.lookupid = ec.buscatid
left join (select lookupid,value as [Department] from lookup ) lbdep
on lbdep.lookupid = ec.DepartmentID
left join (select lookupid,value as [Industry] from lookup ) lbind
on lbind.lookupid = ec.IndustryID
left join (select LinkLookupID,value as [Sub Type] from linklookup ) STB
on STB.LinkLookupID = ec.entitysubtypeid
  left join (select lookupid,value as [Addition 5] from lookup ) lbAD1
on lbAD1.lookupid = ec.AdditionalID5
left join (select lookupid,value as [Addition 6] from lookup ) lbAD2
on lbAD2.lookupid = ec.AdditionalID6
left join (select lookupid,value as [Addition 7] from lookup ) lbAD3
on lbAD3.lookupid = ec.AdditionalID7
left join (select lookupid,value as [Addition 8] from lookup ) lbAD4
on lbAD4.lookupid = ec.AdditionalID8
{where}
 GROUP BY jobtitle,ec.EntityContactID, ec.AlternatecontactID, ec.Title,ec.Initials , ec.Firstname, ec.Surname, ec.Phone1, ec.Phone2, 
    ec.Phone3, ec.HomePhone, ec.Cell, ec.Fax, ec.Email, ec.Birthdate, ec.Ext, ec.Department, ec.Spouse, ec.AsstTitle, ec.AsstName, ec.AsstPhone, ec.AsstExt, 
        ec.Address1, ec.Address2, ec.Address3, ec.City, ec.State, ec.Code, ec.Region, ec.Country, ec.Province, ec.SendEmail, ec.SendSMS, ec.AccountNum, 
    ec.DateAdded, ec.DateModified, OutlookID,lbdep.Department,lbind.[Industry],STB.[Sub Type],
    ec.address1,ec.address2,ec.address3,ec.city,ec.region,ec.code,ec.country,
    ec.sendemail,ec.sendsms,ec.sendpost,EC.Additional2,EC.Additional3,EC.Additional4 ,[Addition 5],[Addition 5],[Addition 6],[Addition 7],[Addition 8] ,EC.Additional1,
    ec.dateadded,u.username,ec.datemodified,uu.username,eapy.Address1,eapy.Address2,
    eapy.Address3,eapy.City,eapy.State,eapy.Code,eapy.Region,eapy.Country,SC.SalesConsultant,c.Category,AccT.AccType,D.Division,t.Type,ls1.value,[Business Category],lABC.ABC, EC.JobTitle","0","","1","LRA-FUSION","0","0","fusion"
"39412","cv_mailbatch","","select mailbatchid, Email,
'Status' = case(isnull(issent,0)) 
  when 0 then 'Not Sent' 
  else case(isnull(issuccess,0))
    when 0 then 'Failed'
    else 'Sent'
    end
  end,
datename(dd,dateadded)+' '+left(datename(mm,dateadded),3)+' '+datename(yyyy,dateadded)+
' @ '+datename(hh,dateadded)+':'+right('0'+datename(mi,dateadded),2) as [Date Added]
from mailbatch
order by mailbatchid","0","","1","LRA-FUSION","0","0","fusion"
"39413","cv_leave","","SELECT 
	leaveid, 
	S.CountryID as [Country],
	isnull(S.Firstname,'') + ' ' + isnull(S.Surname,'') as [Employee], 
	ISNULL(lt.leavetype, 'None') as [Leave Type],
	ISNULL(lp.leaveperiod, 'None') as [Leave Period],
	CONVERT(nvarchar, l.startdate, 111) as [Start Date], 
	CONVERT(nvarchar,enddate, 111) as [End Date],
	datediff(d,l.startdate,l.enddate)+1 as [Days Booked],
	CASE WHEN LP.LeavePeriod = 'Half Day' THEN cast(0.5 as varchar)  ELSE
	cast(round(nodaystaken,2) as varchar) END as [Actual Days Leave],
	'Leave Granted' = case isnull(isGranted,0) WHEN 0 THEN 'No' ELSE 'Yes' END, 
	lt.cr as [ShowCol]
FROM leave l 
LEFT JOIN Staff S ON l.userid = S.Staffid 
LEFT JOIN leavetype lt ON l.leavetypeid = lt.leavetypeid
LEFT JOIN leaveperiod lp on l.periodtypeid = lp.leaveperiodid
{where}
ORDER BY l.startdate","0","","1","LRA-FUSION","0","0","fusion"
"39414","cv_loadleave","","SELECT l.userid, isnull(leavetypeid,0) as leavetypeid,
 l.startdate, enddate, isnull(nodaystaken, 0) as nodaystaken, periodtypeid, leavecycle, comments ,isGranted,divid
 from leave l left join users u on l.userid = u.userid 
<%where%>","0","","1","LRA-FUSION","0","0","fusion"
"39415","cv_leave_cal_bookings","","
SELECT cast(leaveid as nvarchar) as [id], LTRIM(isnull(Staff.Firstname,'') + ' ' + isnull(Staff.Surname,'')) as [description],
leave.StartDate, enddate, ISNULL(leavetype.cr,0) as cr
FROM leave 
INNER JOIN STAFF ON STAFF.STAFFid = leave.userid 
LEFT JOIN leavetype ON leavetype.leavetypeid = leave.leavetypeid
WHERE (Convert(varchar,divid) like <%divid%>) AND (isnull(leave.isgranted,0)=1) AND ((leave.startdate BETWEEN '<%startdate%> 00:00:00' AND '<%enddate%> 23:59:59') OR 
       (enddate BETWEEN '<%startdate%> 00:00:00' AND '<%enddate%> 23:59:59') OR 
       (leave.startdate <= '<%startdate%> 00:00:00' AND enddate >= '<%enddate%> 23:59:59')) 
/*AND*/","0","","1","LRA-FUSION","0","0","fusion"
"39416","cv_late_cal_items","","select count(*) as num, year(date) as yr, month(date) as mn, day(date) as dy
from lateentry 
WHERE (date BETWEEN '<%startdate%> 00:00:00' AND '<%enddate%> 23:59:59')
group by  year(date), month(date), day(date)
","0","","1","LRA-FUSION","0","0","fusion"
"39417","cv_Activites","","select top 100 percent
ISNULL(ActivityID, ' ') AS [ID],
 ActivityID, isnull(Users.Firstname,'') + ' ' + isnull(users.Surname,'') as [Added By],/*div.value as Division,*/ 
 Case When isnull(Activity.LeadID,0) > 0 THEN L.Company ELSE E.Company END as [Company],
 Case When isnull(Activity.LeadID,0) > 0 THEN L.LeadName ELSE isnull(EC.Contact,'No Contact Selected') END as [Contact],
 atype.value as 'Action Type', isnull(us.Firstname,'') +  ' ' +  isnull(us.Surname,'') as [Assigned To],
 Convert(Varchar,Activity.DateAdded,111) as 'Date Added',Convert(Varchar,Activity.DateAdded,108) as 'Time Added', 
 Convert(Varchar,Activity.DateNextAction,111) as 'Next Action Date',Convert(Varchar,Activity.DateNextAction,108) as 'Next Action Time',
 Activity.CommentsNextAction as 'Comments (Next Action)' ,ao.Value as 'Activity Outcome', OutcomeDetails as 'Outcome Details'
from Activity
left join Users on Users.UserID = Activity.AddedByID
left join (SELECT EntityContactID, isnull(Firstname,'') + ' ' + isnull(Surname,'') as [Contact] FROM EntityContact) EC on EC.EntityContactID = Activity.EntityContactId
left join Lookup atype on atype.lookupid = Activity.ActivityTypeID
Left join Entity E on E.EntityID = Activity.EntityID
left join Lookup ao on ao.lookupid = Activity.ActivityOutcomeID
LEFT JOIN lookup div on div.lookupid = activity.divid
LEFT JOIN Users us on us.userid = activity.userid
LEFT JOIN (SELECT LeadID, Company, isnull(Firstname,'') + ' ' + isnull(LastName,'') as [LeadName] FROM Lead) l ON Activity.LeadID = L.LeadID
<%where%>
ORDER BY ActivityID Desc","0","","1","LRA-FUSION","0","0","fusion"
"39418","cv_emaillog_audit","","select 
 EmailLogID,isnull(Users.Firstname + ' ','') + isnull(Users.Surname,'') as 'Sent By', Entity.Company,
 case isnull(dbo.EntityContactName(EntityContact.Title, EntityContact.Initials, EntityContact.Firstname, EntityContact.Surname), '') when '' then 'No Contact Selected' else  
 dbo.EntityContactName(EntityContact.Title, EntityContact.Initials, EntityContact.Firstname, EntityContact.Surname) end
 as Contact,
 EmailLog.EmailAddr as 'Email Address', isnull(Phone1,isnull(phone2,isnull(phone3,isnull(Cell,'None Found')))) as 'Telephone',
 convert(varchar(11),Emailtime) as [Date],EmailSubject as [Subject], EmailStatus as 'Status',
 'Response' = Case EmailLog.Response when 1 then 'Yes' else 'No' end
from EmailLog
left join Entitycontact on entitycontact.entitycontactid = Emaillog.EmailRcptID
left join entity on entitycontact.entityid = entity.entityid
left join Users on EmailLog.SendById = Users.UserID
<%where%>","0","","1","LRA-FUSION","0","0","fusion"
"39419","cv_smslog_audit","","select 
 SMSLogID, Entity.Company, 
 dbo.EntityContactName(EntityContact.Title, EntityContact.Initials, EntityContact.Firstname, EntityContact.Surname) as Contact,
 SMSLog.SMSNumber as 'Cell Number', convert(varchar(11),SMStime) as [Date], SMSMsg as [Message]
from SMSLog
left join Entitycontact on entitycontact.entitycontactid = smslog.SMSUserID
left join entity on entitycontact.entityid = entity.entityid
<%where%>","0","","1","LRA-FUSION","0","0","fusion"
