"LineID","TotalIncl","Comments","CostPriceEx","ContainerID","GroupName","ComponentOfLineID","Rank","SupplierID","AddToBudget","BudgetDate","DocID","ProjectID","ActQty","ActCostPriceEx","ActPriceEx","ActBilled","RecComments","ShippingDocID","StockID","StockCode","StockDescription","Qty","DiscPerc","PriceEx","PriceIncl","isAdditional","StockTransferDetailID","SerialNumber","TaxTypeID","Tax","IsMarginBased","MarkupPerc","WastePerc","ClientID","DivisionID","ReportCategoryID","GuardLineID","UseLandedCost","RentalLineID","StockTransferID","PriceCategoryID","AccommodationID"
"3428","2736.0000","","1200.0","161","","","2","0","0","","","10081","","","","","","","66465","MOPN/001","EPL 17inch SVGA Monitor","1.0","0.0","2400.0","2736.0000","0","","","","","0","","","","","","","0","","","",""
"3429","2736.0000","","300.0","161","","","3","0","0","","","10081","","","","","","","66468","RAM/CHP","250 MB RAM Chips","4.0","0.0","600.0","684.0000","0","","","","","0","","","","","","","0","","","",""
"79","0.0000","","0.0","144","","0","1","66795","0","","","10064","","","","","","","66462","INV2P","2 Part Pre-printed Invoices","1.0","0.0","","","0","","","","","0","","","","","","","0","","","",""
"80","912.0000","","800.0","142","","0","2","","0","","","10064","","","","","","","66461","HD/250","250 Gig Hard Drive","1.0","0.0","800.0","912.0000","1","","","","","0","","","","","","","0","","","",""
"81","342.0000","","300.0","143","","0","1","","0","","","10062","","","","","","","66468","RAM/CHP","250 MB RAM Chips","1.0","0.0","300.0","342.0000","1","","","","","0","","","","","","","0","","","",""
"82","3420.0000","","2240.0","143","","0","2","","0","","","10062","","","","","","","66455","ACC/LOC","Accounting Software","1.0","0.0","3000.0","3420.0000","0","","","","","0","","","","","","","0","","","",""
"83","342.0000","","150.0","151","","0","1","","0","","","10081","","","","","","","66463","KEYB/001","Comfort Keyboard","1.0","0.0","300.0","342.0000","0","","","","","0","","","","","","","0","","","",""
"84","0.0000","kjhlhy","0.0","162","","0","1","","0","","","10081","","","","","","","66507","3600000","Donations","1.0","0.0","0.0","0.0000","0","","","","","0","","","","","","","0","","","",""
"85","1710020.5200","lkjhkljy","0.0","150","","0","2","","0","","","10081","","","","","","","66508","3650000","Electricity & Water","3.0","10.0","500006.0","570006.8400","1","","","","","0","","","","","","","0","","","",""
"86","2736.0000","","1200.0","142","","0","1","","0","","","10071","","","","","","","66465","MOPN/001","EPL 17inch SVGA Monitor","1.0","0.0","2400.0","2736.0000","0","35","","","","0","","","","","","","0","","","",""
"87","342.0000","","150.0","142","","0","2","","0","","","10071","","","","","","","66463","KEYB/001","Comfort Keyboard","1.0","0.0","300.0","342.0000","0","36","","","","0","","","","","","","0","","","",""
"89","1824.0000","","800.0","142","","0","3","66714","0","","","10071","","","","","","","66461","HD/250","250 Gig Hard Drive","1.0","0.0","1600.0","1824.0000","1","38","","","","0","","","","","","","0","","","",""
"90","1824.0000","","800.0","142","","0","1","66714","0","","","10073","","","","","","","66461","HD/250","250 Gig Hard Drive","1.0","0.0","1600.0","1824.0000","0","","","","","0","","","","","","","0","","","",""
"91","2736.0000","","1200.0","142","","0","2","0","0","","","10073","","","","","","","66465","MOPN/001","EPL 17inch SVGA Monitor","1.0","0.0","2400.0","2736.0000","1","","","","","0","","","","","","","0","","","",""
"92","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"94","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"95","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"96","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"97","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"98","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"99","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"100","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"101","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"102","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"103","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"104","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"105","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"106","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"107","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"108","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"52","0.0000","","150.0","","Main Offer","","1","0","0","","","10026","","","","","","","66424","RAM/CHP","250 MB RAM Chips","2.0","0.0","225.0","0.0000","0","","","","","0","","","","","","","0","","","",""
"53","199.5000","","175.0","104","Main Offer","","2","0","0","","","10026","","","","","","","66418","INV2P","2 Part Pre-printed Invoices","1.0","0.0","175.0","199.5000","0","","","","","0","","","","","","","0","","","",""
"93","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"109","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"110","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"111","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"112","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"113","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"114","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"115","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"116","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"117","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"118","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"119","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"120","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"121","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"122","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"123","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"124","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"125","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"126","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"127","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"128","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"129","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"130","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"131","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"132","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"133","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"134","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"135","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"136","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"137","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"138","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"139","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"140","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"141","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"142","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"143","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"144","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"145","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"146","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"147","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"148","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"149","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"150","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"151","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"152","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"153","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"154","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"155","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"156","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"157","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"158","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"159","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"160","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"161","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"162","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"163","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"164","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"165","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"166","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"167","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"168","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"169","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"170","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"171","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"172","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"173","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"174","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"175","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"176","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"177","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"178","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"179","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"180","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"181","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"182","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"183","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"184","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"185","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"186","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"187","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"188","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"189","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"190","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"191","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"192","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"193","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"194","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"195","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"196","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"197","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"198","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"199","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"200","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"201","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"202","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"203","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"204","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"205","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"206","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"207","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"208","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"209","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"210","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"211","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"212","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"213","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"214","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
"215","570.0000","","0.0","161","","","1","0","0","","","10076","","","","","","","66464","MOD/234","96K Modem","1.0","10.0","500.0","570.0000","0","","","","","0","","","","","","","0","","","",""
