"ContactDivisionID","EntitycontactID","DivisionID"
"49420","93570","5830"
"49436","95165","5830"
"49437","95412","5830"
"49440","95206","5830"
"49463","95292","5830"
"49546","93702","5830"
"49565","95163","5830"
"49573","95168","5830"
"49591","95032","5830"
"49592","93584","5830"
"49610","93734","5830"
"49774","","5830"
"49811","92668","5830"
"49812","94116","5830"
"49842","95419","5830"
"49852","","5830"
"49903","93825","5830"
"49917","93845","5830"
"49958","95320","5830"
"49963","95324","5830"
"49965","93880","5830"
"49981","95340","5830"
"49985","95344","5830"
"49995","93904","5830"
"49997","95354","5830"
"50008","93918","5830"
"50013","93922","5830"
"50014","93923","5830"
"50032","92595","5830"
"50057","94174","5830"
"50097","92857","5830"
"50116","92895","5830"
"50122","94351","5830"
"50135","94384","5830"
"50147","92983","5830"
"50160","93079","5830"
"50161","94527","5830"
"50173","94569","5830"
"50208","93390","5830"
"50241","94941","5830"
"50243","94945","5830"
"50246","93506","5830"
"50279","93674","5830"
"50285","95142","5830"
"50286","93700","5830"
"50295","93727","5830"
"50312","93833","5830"
"50387","","5830"
"50406","95431","5830"
"50440","93691","5830"
"50443","95185","5830"
"50445","93737","5830"
"50448","95432","5830"
"50449","95433","5830"
"50504","95436","5830"
"50533","95437","5830"
"50534","95438","5830"
"50535","95439","5830"
"50537","95440","5830"
"50559","94477","5830"
"50864","94654","5830"
"50915","94726","5830"
"51068","94924","5830"
"51090","93512","5830"
"51132","92517","5830"
"51139","93996","5830"
"51159","92586","5830"
"51170","92599","5830"
"51175","92606","5830"
"51184","94061","5830"
"51193","92629","5830"
"51201","94410","5830"
"51216","92990","5830"
"51218","94439","5830"
"51288","95236","5830"
"51297","95244","5830"
"51355","94278","5830"
"51461","93916","5830"
"51527","95447","5830"
"51542","95452","5830"
"51549","","5830"
"51551","95454","5830"
"51552","95455","5830"
"51568","","5830"
"51569","","5830"
"51582","95466","5830"
"51583","95467","5830"
"51584","95468","5830"
"51590","","5830"
"51599","","5830"
"51608","","5830"
"51649","95481","5830"
"51650","95482","5830"
"51668","","5830"
"51675","94442","5830"
"51695","94357","5830"
"51704","95485","5830"
"51708","","5830"
"51730","","5830"
"51731","","5830"
"51746","93943","5830"
"51769","92647","5830"
"51774","92659","5830"
"51806","92494","5830"
"51833","92542","5830"
"51872","","5830"
"51873","","5830"
"51874","","5830"
"51875","","5830"
"51876","","5830"
"51877","","5830"
"51878","","5830"
"51879","","5830"
"51880","","5830"
"51881","","5830"
"51912","","5830"
"51913","","5830"
"51914","","5830"
"51938","","5830"
"52077","94039","5830"
"52094","92604","5830"
"52118","","5830"
"52160","","5830"
"52163","95514","5830"
"52169","95515","5830"
"52171","95512","5830"
"52183","","5830"
"52184","","5830"
"52188","95519","5830"
"52202","","5830"
"52203","","5830"
"52216","94077","5830"
"52225","94081","5830"
"52231","","5830"
"52233","","5830"
"52234","","5830"
"52266","95529","5830"
"52267","92660","5830"
"52271","95530","5830"
"52277","92653","5830"
"52286","","5830"
"52312","95532","5830"
"52368","","5830"
"52378","95539","5830"
"52379","95537","5830"
"52380","95538","5830"
"52381","","5830"
"52382","","5830"
"52383","","5830"
"52384","95540","5830"
"52388","93516","5830"
"52392","95541","5830"
"52393","","5830"
"52394","95542","5830"
"52416","","5830"
"52419","95547","5830"
"52421","95548","5830"
"52424","92709","5830"
"52429","93968","5830"
"52450","","5830"
"52454","95552","5830"
"52458","95553","5830"
"52481","","5830"
"52496","","5830"
"52500","95555","5830"
"52501","95556","5830"
"52502","95557","5830"
"52519","","5830"
"52557","92760","5830"
"52578","92530","5830"
"52581","95562","5830"
"52583","","5830"
"52590","","5830"
"52600","92776","5830"
"52614","92778","5830"
"52616","95567","5830"
"52617","95568","5830"
"52618","95569","5830"
"52619","95570","5830"
"52621","94226","5830"
"52634","","5830"
"52635","95572","5830"
"52642","95554","5830"
"52667","95576","5830"
"52668","95577","5830"
"52669","95578","5830"
"52670","","5830"
"52673","95579","5830"
"52682","","5830"
"52683","","5830"
"52684","","5830"
"52685","95584","5830"
"52686","95585","5830"
"52697","95586","5830"
"52698","95587","5830"
"52699","95588","5830"
"52700","94233","5830"
"52711","95589","5830"
"52712","","5830"
"52713","","5830"
"52716","95590","5830"
"52724","","5830"
"52727","93740","5830"
"52729","95188","5830"
"52759","95592","5830"
"52760","95593","5830"
"52763","","5830"
"52764","95594","5830"
"52765","95595","5830"
"52766","","5830"
"52767","95596","5830"
"52772","95597","5830"
"52775","","5830"
"52799","95600","5830"
"52800","95601","5830"
"52801","95602","5830"
"52804","92594","5830"
"52808","95604","5830"
"52810","95603","5830"
"52815","","5830"
"52816","","5830"
"52823","94276","5830"
"52824","95608","5830"
"52838","","5830"
"52839","","5830"
"52850","","5830"
"52851","","5830"
"52852","","5830"
"52853","","5830"
"52857","","5830"
"52858","95616","5830"
"52859","95617","5830"
"52860","95618","5830"
"52861","95619","5830"
"52879","","5830"
"52893","","5830"
"52894","95624","5830"
"52895","95625","5830"
"52896","95626","5830"
"52897","95627","5830"
"52898","95628","5830"
"52909","","5830"
"52910","","5830"
"52913","","5830"
"52914","","5830"
"52920","95633","5830"
"52946","","5830"
"52947","","5830"
"52949","","5830"
"52954","95637","5830"
"52956","","5830"
"52958","95640","5830"
"52961","95641","5830"
"52962","","5830"
"52963","95642","5830"
"52964","95643","5830"
"52971","","5830"
"52973","","5830"
"52974","95647","5830"
"52990","95649","5830"
"52991","95650","5830"
"52997","95652","5830"
"53000","95653","5830"
"53001","95654","5830"
"53010","94212","5830"
"53014","92764","5830"
"53086","92679","5830"
"53095","","5830"
"53096","","5830"
"53098","","5830"
"53135","","5830"
"53136","","5830"
"53137","","5830"
"53140","94117","5830"
"53141","","5830"
"53142","95669","5830"
"53145","95670","5830"
"53152","95674","5830"
"53160","95677","5830"
"53164","","5830"
"53165","95678","5830"
"53167","95679","5830"
"53168","","5830"
"53169","95680","5830"
"53170","92770","5830"
"53173","94218","5830"
"53174","95681","5830"
"53176","95683","5830"
"53177","","5830"
"53178","95684","5830"
"53179","95685","5830"
"53182","","5830"
"53183","95686","5830"
"53185","95688","5830"
"53186","95689","5830"
"53197","95690","5830"
"53199","95692","5830"
"53200","95693","5830"
"53201","","5830"
"53202","95694","5830"
"53203","95695","5830"
"53259","","5830"
"53260","","5830"
"53264","","5830"
"53267","","5830"
"53268","","5830"
"53272","94065","5830"
"53273","95702","5830"
"53276","95703","5830"
"53279","95704","5830"
"53280","95705","5830"
"53290","94054","5830"
"53291","95706","5830"
"53292","95707","5830"
"53308","93678","5830"
"53310","95708","5830"
"53311","95709","5830"
"53312","95710","5830"
"53316","","5830"
"53333","94160","5830"
"53334","95723","5830"
"53336","","5830"
"53337","","5830"
"53338","95725","5830"
"53339","95726","5830"
"53365","95727","5830"
"53366","95728","5830"
"53385","94259","5830"
"53386","95734","5830"
"53387","95735","5830"
"53388","95736","5830"
"53389","95737","5830"
"53390","95738","5830"
"53391","95739","5830"
"53449","95746","5830"
"53450","95747","5830"
"53473","","5830"
"53475","","5830"
"53477","92951","5830"
"53480","","5830"
"53483","95757","5830"
"53485","95755","5830"
"53487","95754","5830"
"53491","94399","5830"
"53494","95756","5830"
"53518","95759","5830"
"53519","95760","5830"
"53527","","5830"
"53528","","5830"
"53530","","5830"
"53541","95770","5830"
"53542","95771","5830"
"53543","","5830"
"53545","95773","5830"
"53548","92732","5830"
"53550","94180","5830"
"53551","95775","5830"
"53552","95776","5830"
"53553","","5830"
"53554","","5830"
"53555","95777","5830"
"53556","95778","5830"
"53576","94281","5830"
"53577","","5830"
"53578","","5830"
"53579","95779","5830"
"53580","95780","5830"
"53581","95781","5830"
"53582","95782","5830"
"53588","95783","5830"
"53589","95784","5830"
"53609","94344","5830"
"53658","95791","5830"
"53659","92734","5830"
"53665","95793","5830"
"53666","","5830"
"53669","95792","5830"
"53670","95794","5830"
"53682","95797","5830"
"53683","95798","5830"
"53693","95066","5830"
"53696","95800","5830"
"53702","95802","5830"
"53704","95801","5830"
"53722","94368","5830"
"53728","93001","5830"
"53755","95808","5830"
"53795","92657","5830"
"53797","94097","5830"
"53799","","5830"
"53800","","5830"
"53801","95815","5830"
"53802","95816","5830"
"53803","95817","5830"
"53825","92773","5830"
"53827","95820","5830"
"53828","95821","5830"
"53829","95822","5830"
"53845","94428","5830"
"53846","92980","5830"
"53848","92692","5830"
"53893","95824","5830"
"53894","95825","5830"
"53895","","5830"
"53896","95826","5830"
"53897","92877","5830"
"53899","95827","5830"
"53900","95828","5830"
"53901","95829","5830"
"53934","94319","5830"
"53935","95831","5830"
"53936","95832","5830"
"53937","","5830"
"53938","95833","5830"
"53939","92816","5830"
"53964","92995","5830"
"53983","94464","5830"
"54041","","5830"
"54046","93059","5830"
"54065","","5830"
"54066","95842","5830"
"54093","93098","5830"
"54100","94550","5830"
"54121","93095","5830"
"54122","94543","5830"
"54123","95843","5830"
"54125","95845","5830"
"54126","95846","5830"
"54127","95847","5830"
"54131","95848","5830"
"54132","95849","5830"
"54145","94571","5830"
"54146","95851","5830"
"54147","","5830"
"54149","93113","5830"
"54150","94561","5830"
"54151","95853","5830"
"54154","95854","5830"
"54155","95855","5830"
"54158","95856","5830"
"54159","95857","5830"
"54167","","5830"
"54173","","5830"
"54194","","5830"
"54195","95867","5830"
"54196","95868","5830"
"54197","95869","5830"
"54231","95876","5830"
"54232","95877","5830"
"54236","","5830"
"54254","95882","5830"
"54255","95883","5830"
"54256","95884","5830"
"54260","93109","5830"
"54261","95885","5830"
"54262","95886","5830"
"54263","95887","5830"
"54264","95888","5830"
"54267","95889","5830"
"54268","95890","5830"
"54308","93194","5830"
"54309","95897","5830"
"54310","95898","5830"
"54311","95899","5830"
"54319","95903","5830"
"54321","94615","5830"
"54335","95632","5830"
"54354","95904","5830"
"54360","95906","5830"
"54361","95907","5830"
"54362","95908","5830"
"54363","95909","5830"
"54375","95911","5830"
"54381","95912","5830"
"54382","95913","5830"
"54384","94424","5830"
"54385","95914","5830"
"54386","95915","5830"
"54393","94675","5830"
"54394","95916","5830"
"54397","95917","5830"
"54398","95918","5830"
"54414","","5830"
"54415","","5830"
"54419","95921","5830"
"54420","95922","5830"
"54421","93240","5830"
"54422","94688","5830"
"54425","95923","5830"
"54434","94369","5830"
"54435","95929","5830"
"54445","95934","5830"
"54446","95935","5830"
"54447","","5830"
"54448","","5830"
"54449","95936","5830"
"54450","95937","5830"
"54454","95938","5830"
"54455","92532","5830"
"54456","93980","5830"
"54457","","5830"
"54458","95939","5830"
"54459","95940","5830"
"54460","95941","5830"
"54490","94526","5830"
"54519","93125","5830"
"54562","94552","5830"
"54566","95943","5830"
"54567","95944","5830"
"54599","95956","5830"
"54601","95954","5830"
"54602","95955","5830"
"54605","95563","5830"
"54610","95564","5830"
"54680","94152","5830"
"54683","94038","5830"
"54684","95958","5830"
"54685","95959","5830"
"54686","","5830"
"54687","95960","5830"
"54688","95961","5830"
"54691","95962","5830"
"54692","95963","5830"
"54698","95965","5830"
"54734","95968","5830"
"54735","95969","5830"
"54788","92622","5830"
"54793","95975","5830"
"54794","95976","5830"
"54795","95977","5830"
"54906","93173","5830"
"54962","95986","5830"
"54963","95987","5830"
"54964","95988","5830"
"54966","93201","5830"
"54969","93090","5830"
"54970","94538","5830"
"54971","95989","5830"
"54972","95990","5830"
"54973","95991","5830"
"54979","95992","5830"
"54980","95993","5830"
"54981","95994","5830"
"54982","95995","5830"
"54988","94685","5830"
"54997","94791","5830"
"55010","","5830"
"55034","96001","5830"
"55035","96002","5830"
"55036","96003","5830"
"55037","96004","5830"
"55121","93874","5830"
"55123","","5830"
"55125","96014","5830"
"55142","93340","5830"
"55147","96016","5830"
"55166","96025","5830"
"55170","92910","5830"
"55175","96028","5830"
"55176","96029","5830"
"55180","93186","5830"
"55182","96030","5830"
"55183","96031","5830"
"55184","96032","5830"
"55185","96033","5830"
"55189","96034","5830"
"55190","96035","5830"
"55191","96036","5830"
"55192","96037","5830"
"55196","96038","5830"
"55205","93351","5830"
"55299","","5830"
"55314","96043","5830"
"55315","96044","5830"
"55323","","5830"
"55335","93394","5830"
"55336","94842","5830"
"55337","","5830"
"55338","96054","5830"
"55339","96055","5830"
"55340","96056","5830"
"55369","96058","5830"
"55370","96059","5830"
"55371","96060","5830"
"55372","96061","5830"
"55373","96062","5830"
"55376","96063","5830"
"55386","96064","5830"
"55387","96065","5830"
"55388","","5830"
"55389","","5830"
"55390","96066","5830"
"55391","92479","5830"
"55392","96067","5830"
"55405","93408","5830"
"55406","94856","5830"
"55407","96072","5830"
"55408","96073","5830"
"55409","96074","5830"
"55410","96075","5830"
"55417","93436","5830"
"55432","93448","5830"
"55461","93471","5830"
"55473","96077","5830"
"55474","96078","5830"
"55479","94933","5830"
"55523","96080","5830"
"55526","96081","5830"
"55663","96012","5830"
"55667","96013","5830"
"55669","96015","5830"
"55675","96083","5830"
"55688","","5830"
"55693","95858","5830"
"55695","95859","5830"
"55697","95861","5830"
"55701","95860","5830"
"55703","95834","5830"
"55708","95265","5830"
"55709","96091","5830"
"55710","","5830"
"55711","96092","5830"
"55712","96093","5830"
"55749","93044","5830"
"55750","94492","5830"
"55751","96099","5830"
"55752","96100","5830"
"55753","96101","5830"
"55756","","5830"
"55757","","5830"
"55760","96102","5830"
"55761","96103","5830"
"55762","96104","5830"
"55765","96105","5830"
"55766","96106","5830"
"55767","96107","5830"
"55768","96108","5830"
"55810","92854","5830"
"55812","96112","5830"
"55813","96113","5830"
"55814","96114","5830"
"55815","96115","5830"
"55817","93330","5830"
"55818","96116","5830"
"55819","96117","5830"
"55820","96118","5830"
"55821","96119","5830"
"55822","93213","5830"
"55825","96120","5830"
"55826","96121","5830"
"55853","96122","5830"
"55854","96123","5830"
"55855","96124","5830"
"55856","96125","5830"
"55858","94519","5830"
"55859","","5830"
"55860","96126","5830"
"55861","96127","5830"
"55862","96128","5830"
"55877","94547","5830"
"55878","96132","5830"
"55910","93215","5830"
"55959","96133","5830"
"55960","96134","5830"
"56095","96139","5830"
"56096","96140","5830"
"56097","96141","5830"
"56100","94787","5830"
"56101","96142","5830"
"56103","94843","5830"
"56104","96143","5830"
"56105","96144","5830"
"56106","96145","5830"
"56107","96146","5830"
"56118","96148","5830"
"56210","","5830"
"56223","96157","5830"
"56224","96158","5830"
"56228","93138","5830"
"56229","94586","5830"
"56231","","5830"
"56232","","5830"
"56233","96160","5830"
"56234","93504","5830"
"56235","94952","5830"
"56236","96161","5830"
"56237","96162","5830"
"56238","93472","5830"
"56272","96168","5830"
"56273","96169","5830"
"56276","96170","5830"
"56277","96171","5830"
"56282","","5830"
"56283","","5830"
"56285","","5830"
"56286","","5830"
"56293","","5830"
"56304","94957","5830"
"56306","96182","5830"
"56310","96183","5830"
"56364","94990","5830"
"56372","96193","5830"
"56373","96194","5830"
"56374","96195","5830"
"56375","96196","5830"
"56377","94987","5830"
"56378","96197","5830"
"56379","96198","5830"
"56380","96199","5830"
"56424","95027","5830"
"56425","96205","5830"
"56426","93559","5830"
"56474","96206","5830"
"56477","","5830"
"56478","96207","5830"
"56539","92845","5830"
"56540","94293","5830"
"56541","96217","5830"
"56542","96218","5830"
"56543","","5830"
"56544","96219","5830"
"56579","","5830"
"56580","","5830"
"56581","96220","5830"
"56582","96221","5830"
"56583","96222","5830"
"56592","92950","5830"
"56715","","5830"
"56720","94595","5830"
"56721","96229","5830"
"56722","96230","5830"
"56832","94786","5830"
"56833","93338","5830"
"56837","","5830"
"56838","96234","5830"
"56853","94878","5830"
"56855","96076","5830"
"56908","96236","5830"
"56929","93294","5830"
"56932","94984","5830"
"56933","96241","5830"
"56963","95010","5830"
"56964","96248","5830"
"56965","96249","5830"
"56966","96250","5830"
"56967","93457","5830"
"56984","93596","5830"
"56992","","5830"
"56993","","5830"
"56994","96251","5830"
"56995","96252","5830"
"56998","","5830"
"56999","96253","5830"
"57000","96254","5830"
"57001","96255","5830"
"57002","96256","5830"
"57003","96257","5830"
"57008","96258","5830"
"57009","96259","5830"
"57010","96260","5830"
"57030","95051","5830"
"57032","96268","5830"
"57036","","5830"
"57054","95041","5830"
"57056","93593","5830"
"57067","96273","5830"
"57077","95496","5830"
"57079","95497","5830"
"57158","93299","5830"
"57160","96279","5830"
"57170","96281","5830"
"57171","96282","5830"
"57173","95125","5830"
"57174","96283","5830"
"57175","96284","5830"
"57186","93635","5830"
"57193","","5830"
"57207","93075","5830"
"57241","96293","5830"
"57242","96294","5830"
"57243","96295","5830"
"57244","96296","5830"
"57271","","5830"
"57272","96307","5830"
"57274","","5830"
"57320","96315","5830"
"57321","96316","5830"
"57322","96317","5830"
"57323","96318","5830"
"57342","96320","5830"
"57343","","5830"
"57344","96321","5830"
"57351","93767","5830"
"57365","93756","5830"
"57366","95204","5830"
"57367","96322","5830"
"57369","95228","5830"
"57381","96323","5830"
"57382","96324","5830"
"57383","96325","5830"
"57414","93783","5830"
"57423","96326","5830"
"57424","96327","5830"
"57487","93851","5830"
"57493","93859","5830"
"57642","92955","5830"
"57679","96337","5830"
"57680","96338","5830"
"57681","96339","5830"
"57682","96340","5830"
"57746","96348","5830"
"57750","96350","5830"
"57751","96351","5830"
"57767","95471","5830"
"57769","94565","5830"
"57805","","5830"
"57834","96356","5830"
"57835","96357","5830"
"57836","96358","5830"
"57839","96359","5830"
"57862","96360","5830"
"57863","96361","5830"
"57864","96362","5830"
"57883","93298","5830"
"57903","93897","5830"
"57904","95345","5830"
"57905","96364","5830"
"57909","94118","5830"
"57910","96365","5830"
"57912","96367","5830"
"57913","96368","5830"
"57914","96369","5830"
"57915","96370","5830"
"57917","96372","5830"
"57922","","5830"
"57923","","5830"
"57931","96378","5830"
"57932","96379","5830"
"57933","","5830"
"57934","96380","5830"
"57935","96381","5830"
"57939","93336","5830"
"57943","94793","5830"
"57951","94809","5830"
"58018","93476","5830"
"58020","93482","5830"
"58044","94667","5830"
"58047","96383","5830"
"58048","96384","5830"
"58073","95301","5830"
"58075","","5830"
"58076","","5830"
"58077","96385","5830"
"58081","95029","5830"
"58088","93591","5830"
"58127","96389","5830"
"58128","96390","5830"
"58146","96391","5830"
"58147","96392","5830"
"58153","93642","5830"
"58154","96393","5830"
"58155","","5830"
"58162","94625","5830"
"58163","96397","5830"
"58164","96398","5830"
"58165","96399","5830"
"58185","93715","5830"
"58216","","5830"
"58217","","5830"
"58221","96405","5830"
"58222","96406","5830"
"58229","96409","5830"
"58232","","5830"
"58251","93651","5830"
"58253","95099","5830"
"58257","96412","5830"
"58258","96413","5830"
"58259","96414","5830"
"58294","93648","5830"
"58295","96415","5830"
"58296","96416","5830"
"58305","","5830"
"58325","95267","5830"
"58327","95273","5830"
"58384","96426","5830"
"58385","96427","5830"
"58386","96428","5830"
"58387","94665","5830"
"58440","96430","5830"
"58441","96431","5830"
"58442","96432","5830"
"58443","96433","5830"
"58451","96429","5830"
"58476","96434","5830"
"58477","96435","5830"
"58478","96436","5830"
"58479","96437","5830"
"58484","92548","5830"
"58498","","5830"
"58502","","5830"
"58505","96449","5830"
"58516","94653","5830"
"58517","96455","5830"
"58518","96456","5830"
"58519","96457","5830"
"58520","96458","5830"
"58524","","5830"
"58530","92626","5830"
"58542","94776","5830"
"58543","96462","5830"
"58545","96464","5830"
"58546","96465","5830"
"58563","92697","5830"
"58605","94131","5830"
"58630","92735","5830"
"58632","96469","5830"
"58640","93815","5830"
"58643","96470","5830"
"58644","96471","5830"
"58645","96472","5830"
"58647","96474","5830"
"58661","95428","5830"
"58671","94270","5830"
"58674","95421","5830"
"58675","95422","5830"
"58677","96487","5830"
"58678","96488","5830"
"58698","96490","5830"
"58700","96491","5830"
"58710","","5830"
"58711","","5830"
"58714","96493","5830"
"58716","96494","5830"
"58717","","5830"
"58752","96503","5830"
"58768","96507","5830"
"58770","96506","5830"
"58774","96509","5830"
"58776","92914","5830"
"58780","96508","5830"
"58782","95024","5830"
"58788","95429","5830"
"58789","96510","5830"
"58790","96511","5830"
"58825","95203","5830"
"58839","96518","5830"
"58840","96519","5830"
"58859","","5830"
"58865","","5830"
"58870","96527","5830"
"58878","96528","5830"
"58892","93915","5830"
"58895","96531","5830"
"58908","96535","5830"
"58909","","5830"
"58933","","5830"
"58934","","5830"
"58946","96550","5830"
"58948","","5830"
"58950","","5830"
"58955","93708","5830"
"58959","95156","5830"
"58967","","5830"
"58970","","5830"
"58971","","5830"
"58980","96561","5830"
"58981","96562","5830"
"59005","96573","5830"
"59006","96574","5830"
"59010","","5830"
"59020","","5830"
"59025","96577","5830"
"59027","96575","5830"
"59029","96576","5830"
"59031","96584","5830"
"59032","96585","5830"
"59046","96591","5830"
"59056","","5830"
"59059","96586","5830"
"59063","95659","5830"
"59064","95661","5830"
"59068","95660","5830"
"59087","96597","5830"
"59095","95621","5830"
"59127","96606","5830"
"59128","96607","5830"
"59132","96608","5830"
"59136","96612","5830"
"59137","96613","5830"
"59138","96609","5830"
"59139","96611","5830"
"59140","96610","5830"
"59153","","5830"
"59161","93543","5830"
"59162","94991","5830"
"59165","","5830"
"59200","","5830"
"59201","","5830"
"59203","","5830"
"59234","96651","5830"
"59240","","5830"
"59274","","5830"
"59277","","5830"
"59283","","5830"
"59289","93096","5830"
"59291","96667","5830"
"59348","","5830"
"59351","","5830"
"59353","","5830"
"59363","92885","5830"
"59368","","5830"
"59371","92495","5830"
"59372","96688","5830"
"59382","","5830"
"59392","","5830"
"59406","","5830"
"59420","","5830"
"59423","96713","5830"
"59424","","5830"
"59442","96718","5830"
"59450","93040","5830"
"59452","94488","5830"
"59459","","5830"
"59465","96721","5830"
"59467","96722","5830"
"59474","","5830"
"59479","96724","5830"
"59481","96725","5830"
"59482","","5830"
"59485","","5830"
"59486","","5830"
"59487","","5830"
"59506","96728","5830"
"59507","96729","5830"
"59520","","5830"
"59521","","5830"
"59534","96739","5830"
"59536","96740","5830"
"59539","","5830"
"59607","92714","5830"
"59608","94162","5830"
"59617","","5830"
"59618","","5830"
"59620","96760","5830"
"59622","","5830"
"59636","","5830"
"59652","96774","5830"
"59671","96787","5830"
"59685","96795","5830"
"59723","","5830"
"59727","96806","5830"
"59729","96807","5830"
"59740","","5830"
"59741","","5830"
"59762","96821","5830"
"59763","96822","5830"
"59779","96830","5830"
"59781","96831","5830"
"59799","96842","5830"
"59800","96843","5830"
"59837","","5830"
"59846","","5830"
"59859","96871","5830"
"59867","","5830"
"59870","","5830"
"59889","93590","5830"
"59890","96884","5830"
"59891","96885","5830"
"59912","96896","5830"
"59917","96899","5830"
"59918","","5830"
"59923","96902","5830"
"59924","96903","5830"
"59932","","5830"
"59935","","5830"
"59936","","5830"
"59949","","5830"
"59956","","5830"
"59960","","5830"
"59972","","5830"
"59993","96939","5830"
"59994","96940","5830"
"60001","96943","5830"
"60003","95487","5830"
"60006","95486","5830"
"60007","92563","5830"
"60008","94011","5830"
"60010","95488","5830"
"60019","96950","5830"
"60020","96951","5830"
"60027","96955","5830"
"60028","93427","5830"
"60029","94875","5830"
"60053","","5830"
"60060","","5830"
"60075","96978","5830"
"60076","96979","5830"
"60092","96993","5830"
"60093","96994","5830"
"60112","","5830"
"60135","97018","5830"
"60138","","5830"
"60154","","5830"
"60167","93997","5830"
"60172","","5830"
"60175","","5830"
"60184","","5830"
"60185","97043","5830"
"60192","97049","5830"
"60193","97050","5830"
"60194","97051","5830"
"60196","","5830"
"60204","","5830"
"60206","","5830"
"60207","97056","5830"
"60220","","5830"
"60228","97066","5830"
"60231","","5830"
"60232","97069","5830"
"60233","97070","5830"
"60239","97074","5830"
"60248","97081","5830"
"60249","","5830"
"60261","97089","5830"
"60262","97090","5830"
"60264","97092","5830"
"60266","","5830"
"60279","","5830"
"60294","","5830"
"60298","97113","5830"
"60307","","5830"
"60328","97134","5830"
"60333","97138","5830"
"60334","97139","5830"
"60355","97153","5830"
"60359","97156","5830"
"60360","97157","5830"
"60362","","5830"
"60369","","5830"
"60372","97165","5830"
"60382","97174","5830"
"60383","97175","5830"
"60385","93149","5830"
"60399","95212","5830"
"60407","97189","5830"
"60408","97190","5830"
"60409","","5830"
"60410","97191","5830"
"60412","97192","5830"
"60414","","5830"
"60427","97202","5830"
"60435","97208","5830"
"60436","97209","5830"
"60440","97213","5830"
"60458","97220","5830"
"60466","97225","5830"
"60478","","5830"
"60485","","5830"
"60492","94619","5830"
"60493","93171","5830"
"60506","97250","5830"
"60507","97251","5830"
"60539","97270","5830"
"60580","97298","5830"
"60583","97297","5830"
"60590","97300","5830"
"60591","97299","5830"
"60593","97126","5830"
"60594","97127","5830"
"60596","","5830"
"60597","","5830"
"60612","97304","5830"
"60613","97305","5830"
"60615","97306","5830"
"60619","97310","5830"
"60651","","5830"
"60652","","5830"
